作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Edu,Education,Language,USEOFAI,Synchronicity_1,Synchronicity_2,Synchronicity_3,Synchronicity_4,Synchronicity_5,Synchronicity_6,Synchronicity_7,Synchronicity_8,Synchronicity_9,Synchronicity_10,Synchronicity_11,Synchronicity_12,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Excitement_4,Excitement_5,Excitement_8,Excitement_9,Referencing_1,Referencing_4,Referencing_5,PrivacyConcern_1,PrivacyConcern_2,PrivacyConcern_3,PrivacyConcern_4,PrivacyConcern_5,PrivacyConcern_6,PrivacyConcern_7,PrivacyConcern_8,DisadvantagingTarget_1,DisadvantagingTarget_2,DisadvantagingTarget_3,Autheticity_1,Autheticity_2,Autheticity_3,Trustworthiness_1,Trustworthiness_2,Trustworthiness_3,Trustworthiness_5,Trustworthiness_6,AwarenessGenAI_1,AwarenessGenAI_2,AwarenessGenAI_3,AwarenessGenAI_4,Colonisation_ExcessiveManipulation4,Colonisation_ExcessiveManipulation5,Colonisation_ExcessiveManipulation6,Colonisation_ExcessiveManipulation7,Reflexivity_Potential4,Reflexivity_Potential5,Reflexivity_Potential6,Reflexivity_Potential9,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,PRIVACYCONCERN,DISADVANTAGING,AUTHETICITY,COLONISATION,REFLXIVITY,AI_REALISATION,PERCERIVED_SYNCHRONICITY,CAT_PRIVACYCONCERN,CAT_DISADVANTAGING,CAT_AUTHENTICITY,CAT_COLONISATION,CAT_REFLEXIVITY,CAT_AI_REALISATION,CAT_AUTHETICITY
g90XOJVV4PQ,J7BV5jn7,2025-01-08 16:24:03,2025-01-08 16:51:31,1648,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,219.137.166.74,113.3893937,23.1565381,广东省,广州市,COMPUTER,Windows,WeChat,1600px*900px,1,14,4,3,1,3,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,4,2,3,4,4,4,5,4,4,5,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,5,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,14,14,79561.3,149468.1,41932.3,4.22222222222222,3.42857142857143,2.75,4.25,3.71428571428571,3,3.58333333333333,1,1,0,1,0,0,0
vwkaXxwxgDb,37Ko6AY7,2025-01-08 16:31:02,2025-01-08 16:49:31,1109,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,223.104.65.155,113.0895560,22.5680720,广东省,江门市,COMPUTER,Windows,Firefox,1366px*768px,1,14,4,2,1,3,5,4,4,5,5,4,5,4,5,4,4,4,5,5,4,5,5,4,4,4,4,3,3,4,4,4,2,1,1,2,1,1,1,2,1,2,1,4,5,4,5,4,5,4,5,5,5,4,4,1,2,1,1,4,5,5,4,5,5,4,4,5,4,5,5,4,14,14,22750,14582,92066,1.33333333333333,1.42857142857143,4.5,1.25,4.57142857142857,4.5,4.41666666666667,0,0,1,0,1,1,1
lAGyRN32VDp,9LQydDGL,2025-01-08 16:37:28,2025-01-08 16:46:36,548,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,115.48.162.235,111.1957383,34.7761321,河南省,三门峡市,COMPUTER,Windows,Chrome,1920px*1080px,1,14,4,4,1,1,4,5,5,4,5,4,5,4,4,3,4,5,5,3,4,4,5,4,4,5,4,5,4,4,4,4,3,2,3,3,2,2,3,2,2,1,2,4,5,4,4,5,5,5,4,4,4,5,4,1,1,2,1,5,4,4,4,4,5,4,4,4,5,5,4,4,14,14,34245,20035.2,28240.2,2.55555555555556,2,4.5,1.25,4.28571428571429,4.25,4.33333333333333,0,0,1,0,1,1,1
Xy4xO1N9x35,aMgwpEnM,2025-01-08 10:37:42,2025-01-08 10:55:39,1077,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,111.52.0.26,112.5283070,37.8363700,山西省,太原市,COMPUTER,Mac OS X,Safari,1440px*900px,0,14,4,2,1,3,4,4,4,5,4,4,5,5,4,5,5,5,5,4,4,5,5,4,4,4,5,4,5,4,5,5,5,5,4,5,5,5,4,5,4,4,5,4,5,4,5,5,4,4,4,4,5,5,3,4,5,5,4,3,4,5,5,4,5,5,5,4,5,4,5,5,3,14,8682,6252,26381,4.77777777777778,4.57142857142857,4.375,4.5,4.42857142857143,4.25,4.5,1,1,1,1,1,1,1
oGmQ1xjoNoK,J7BokXjL,2025-01-08 09:18:48,2025-01-08 09:36:04,1036,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,219.147.208.232,125.1525780,46.5993740,黑龙江省,大庆市,COMPUTER,Windows,Chrome,1280px*720px,0,14,5,3,1,3,4,4,4,4,4,3,4,5,4,5,4,4,3,4,4,4,5,4,4,3,3,2,3,4,4,3,5,4,5,5,5,4,5,4,4,4,3,4,3,3,4,3,4,3,4,2,2,2,2,5,4,4,4,2,2,2,2,4,4,5,4,3,4,4,4,2,3,14,183506.6,74089.7,34322.8,4.55555555555556,3.71428571428571,3.5,4.25,2.28571428571429,2,4.08333333333333,1,1,0,1,0,0,0
oGmmRJ80vNO,WMRDrN1L,2025-01-08 08:39:12,2025-01-08 08:56:19,1027,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,223.71.46.221,116.6321120,40.3420150,北京市,市辖区,COMPUTER,Windows,Chrome,1280px*720px,0,14,4,3,1,3,2,2,1,3,2,3,2,2,3,2,2,3,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,3,2,2,3,2,3,3,2,3,3,5,3,3,4,3,5,2,2,1,2,2,4,3,4,3,3,2,3,2,3,14,43580.3,43756.2,28797.3,4.22222222222222,3.57142857142857,2.5,3.75,2.28571428571429,3.5,2.25,1,1,0,1,0,0,0
Xy443p9xqRr,0ey3R8V7,2025-01-08 07:43:40,2025-01-08 08:10:21,1601,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,120.208.191.56,111.5133548,36.0938897,山西省,临汾市,COMPUTER,Windows,WeChat,1366px*768px,0,14,3,5,1,3,3,4,4,3,5,4,5,5,4,5,4,3,4,5,4,3,4,4,5,4,4,3,4,4,4,3,3,2,3,4,3,4,2,2,2,2,1,4,4,5,4,3,4,3,4,4,3,4,3,3,2,2,1,3,4,2,4,5,4,4,4,4,4,5,3,4,3,14,176510,123095.1,58154.6,3,2.28571428571429,3.875,2,3.42857142857143,3.5,4.08333333333333,0,0,1,0,0,0,1
vwkVxZwV9kx,5LmxZq47,2025-01-08 00:47:34,2025-01-08 01:02:21,887,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,123.185.2.137,121.5531010,38.9389030,辽宁省,大连市,COMPUTER,Windows,Chrome,1707px*1067px,0,14,4,2,1,3,2,2,1,2,1,2,4,4,3,2,1,1,2,4,4,4,3,4,4,2,1,2,3,4,5,3,5,5,5,5,4,4,2,5,1,1,1,4,4,3,4,4,5,5,2,4,5,5,3,4,5,2,5,1,4,2,5,2,4,4,2,3,3,2,4,1,3,14,76913.1,45623.1,36719.2,4.33333333333333,1.14285714285714,3.875,4,2.85714285714286,4.25,2.08333333333333,1,0,0,1,0,1,1
Q1kG0Bdjnjq,p7YvqoZL,2025-01-08 00:00:41,2025-01-08 00:13:03,742,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,60.222.206.109,111.0167360,35.0496020,山西省,运城市,COMPUTER,Windows,Chrome,1920px*1080px,0,14,4,2,1,3,4,5,4,4,5,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,5,5,4,4,4,4,2,2,1,4,4,4,4,4,5,4,4,4,5,5,3,4,4,3,4,2,4,3,5,5,4,5,5,5,5,5,5,4,3,14,35543.3,38244.8,31140.9,4.33333333333333,1.28571428571429,4.125,3.75,4,4.25,4.25,1,0,1,1,1,1,1
WQ2XoJNQWdX,DMxp635M,2025-01-07 22:35:33,2025-01-07 22:48:41,788,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,120.229.82.214,15.0493050,-15.9398120,广东省,深圳市,COMPUTER,Windows,Chrome,2048px*1152px,0,14,4,3,1,3,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,5,4,4,5,4,5,5,5,5,4,4,1,2,2,2,1,1,2,2,1,2,2,4,4,5,5,5,4,5,4,5,5,4,5,2,2,1,1,4,4,5,4,4,5,4,5,4,5,4,4,5,3,14,20484.8,12431.2,35552.1,1.55555555555556,1.57142857142857,4.5,1.5,4.57142857142857,4.75,4.58333333333333,0,0,1,0,1,1,1
bo3dozE348d,leN6dbme,2025-01-07 23:43:04,2025-01-07 23:57:21,857,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,58.62.197.47,113.3893937,23.1565381,广东省,广州市,COMPUTER,Mac OS X,Firefox,1440px*900px,1,15,4,4,1,3,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,5,4,4,5,1,2,1,2,1,1,2,1,2,1,2,5,4,5,4,5,4,4,4,5,4,5,4,1,2,1,2,5,5,4,5,5,4,5,4,5,4,5,4,5,15,15,14938,17138,27488,1.44444444444444,1.42857142857143,4.375,1.5,4.57142857142857,4.5,4.5,0,0,1,0,1,1,1
bo3dymAZajd,J7qvVdpL,2025-01-07 23:18:53,2025-01-07 23:35:40,1007,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,120.38.233.201,118.1803020,26.6388090,福建省,南平市,COMPUTER,Windows,Chrome,1440px*960px,1,15,4,3,1,3,4,5,4,3,5,4,3,4,5,3,5,4,4,3,2,3,4,3,4,4,5,2,3,4,3,2,3,2,2,3,1,2,3,1,2,1,2,4,4,5,4,5,4,5,4,2,2,1,2,1,1,2,1,4,3,3,3,4,4,5,3,2,4,3,5,4,15,15,33580.1,101710.8,25511.2,2.11111111111111,1.71428571428571,4.375,1.25,2.71428571428571,1.75,4.08333333333333,0,0,1,0,0,0,1
Q1kGPdDwNYY,8MZnlkGM,2025-01-07 23:11:38,2025-01-07 23:28:03,985,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,27.27.207.159,112.1531153,32.0612032,湖北省,襄阳市,COMPUTER,Windows,WeChat,1707px*1067px,1,15,4,2,1,3,5,4,5,4,4,3,5,4,3,3,5,4,2,3,3,4,4,3,5,3,4,3,2,3,4,4,4,5,4,4,5,5,4,5,2,2,1,4,3,4,4,5,5,3,4,3,4,5,3,4,3,1,2,3,4,5,4,4,5,5,3,4,3,4,5,4,15,15,180570.6,21997.8,31450,4.33333333333333,2.14285714285714,4,2.5,4,3.75,4.08333333333333,1,0,0,0,1,0,1
mNVpKQXrPQn,leNb0pRe,2025-01-07 22:55:53,2025-01-07 23:07:22,689,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,112.97.63.207,113.9688450,22.6313410,广东省,深圳市,COMPUTER,Windows,Chrome,1276px*718px,1,15,5,6,1,3,4,5,4,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,2,1,2,2,1,1,1,2,2,1,2,4,5,5,4,5,4,5,5,3,4,4,3,1,2,1,1,4,4,4,4,5,4,4,4,5,4,4,5,5,15,15,54394.2,46306.6,30491.3,1.44444444444444,1.71428571428571,4.625,1.25,4.14285714285714,3.5,4.41666666666667,0,0,1,0,1,0,1
nZoA0wg66YA,5M2aOWDe,2025-01-07 22:23:32,2025-01-07 22:39:36,964,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,182.150.102.178,104.1874670,30.5672260,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,1,15,4,2,1,3,4,4,5,3,4,4,4,5,5,4,4,5,3,4,3,4,4,4,3,2,2,3,2,3,3,4,5,5,5,5,5,4,5,5,3,3,3,3,2,2,3,4,3,2,2,4,4,3,3,5,4,3,4,3,5,4,5,4,5,4,4,4,3,3,4,3,15,15,58477.1,41797.2,56464.6,4.77777777777778,3.57142857142857,2.625,4,3.57142857142857,3.5,4.25,1,1,0,1,0,0,0
vwkav5dk2An,z7ANRxyL,2025-01-08 19:34:38,2025-01-08 19:50:39,961,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,39.144.156.190,120.6458205,31.3249393,江苏省,苏州市,COMPUTER,Windows,Chrome,1494px*934px,1,15,4,3,1,3,4,5,4,3,4,5,4,4,5,4,5,4,3,4,5,4,4,4,3,4,4,3,4,4,5,4,2,1,2,2,1,2,1,1,1,2,1,4,5,4,4,5,5,5,4,2,1,3,2,2,2,1,2,5,4,5,5,5,4,5,4,4,5,5,4,5,15,15,24451.4,16623,28730.4,1.55555555555556,1.42857142857143,4.5,1.75,4.57142857142857,2,4.25,0,0,1,0,1,0,1
Q1k5ANDPEJ4,ve8dJwBe,2025-01-08 19:29:41,2025-01-08 19:45:39,958,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,39.171.192.174,120.5876863,29.9929493,浙江省,绍兴市,COMPUTER,Windows,Chrome,1280px*720px,1,15,3,2,1,3,4,5,4,4,3,4,4,5,5,4,5,3,4,3,4,5,5,4,5,5,4,3,4,4,5,5,2,1,1,3,1,2,2,1,2,2,1,4,5,4,5,4,4,4,5,5,4,5,4,2,1,1,2,5,4,4,5,4,4,5,4,5,4,3,5,4,15,15,75647.6,115435.6,35297.1,1.66666666666667,1.57142857142857,4.375,1.5,4,4.5,4.16666666666667,0,0,1,0,1,1,1
Xy4NK943Qbd,37KYD8Oe,2025-01-08 18:42:56,2025-01-08 18:55:18,742,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,49.82.129.67,119.0476799,33.6033275,江苏省,淮安市,COMPUTER,Windows,Chrome,1920px*1080px,1,15,2,4,1,1,4,5,4,4,4,5,5,3,4,3,5,5,4,3,4,4,4,4,4,4,5,3,4,4,4,4,5,4,4,5,5,4,4,3,2,2,1,4,4,4,4,4,4,4,3,4,3,3,3,5,3,3,5,3,4,4,5,4,4,5,4,3,4,4,4,4,15,15,58134.8,30858.9,25297.3,4.11111111111111,2.14285714285714,3.875,4,4,3.25,4.25,1,0,1,1,1,0,1
WQ2Az3GbB0G,ve8AVdWM,2025-01-08 17:23:47,2025-01-08 17:39:18,931,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,117.189.86.187,107.1398310,26.4439440,贵州省,黔南布依族苗族自治州,COMPUTER,Windows,Chrome,1536px*864px,1,15,4,2,1,3,4,5,5,4,4,3,4,5,4,4,3,4,1,1,2,2,4,3,4,1,2,1,2,1,1,1,4,5,5,4,4,4,5,5,2,1,2,3,3,3,4,4,3,3,2,3,4,5,2,4,4,3,5,2,1,2,4,1,1,2,3,2,2,1,1,2,15,15,13900.8,98050.1,32583,4.44444444444444,1.42857142857143,3.125,4,2.28571428571429,3.5,4.08333333333333,1,0,0,1,0,0,0
lAGyRglxKjq,aMg545nL,2025-01-08 16:27:08,2025-01-08 16:47:34,1226,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,111.40.89.213,125.0883258,46.5794123,黑龙江省,大庆市,COMPUTER,Windows,Chrome,1536px*864px,1,15,5,2,1,3,4,5,4,5,5,4,4,5,4,5,4,4,5,5,4,4,4,4,5,4,4,5,5,4,4,5,2,1,2,1,1,2,2,1,2,1,2,4,5,4,5,5,4,5,4,4,5,5,4,1,2,1,2,4,4,5,5,4,4,5,5,4,5,4,5,5,15,15,32997.5,15290,25782.1,1.55555555555556,1.57142857142857,4.5,1.5,4.71428571428571,4.5,4.41666666666667,0,0,1,0,1,1,1
bo33xEPB3KJ,kMr6ZmpM,2025-01-08 09:04:14,2025-01-08 09:15:00,646,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,36.184.163.214,82.9838680,46.7515230,新疆维吾尔自治区,塔城地区,COMPUTER,Windows,Chrome,1536px*864px,0,15,4,2,1,2,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,4,4,4,4,5,4,4,4,4,4,4,2,2,2,4,4,3,3,3,5,3,4,3,4,4,4,4,1,1,1,2,1,4,1,1,1,1,2,1,1,2,15,75096.7,64855.8,26208.3,4.11111111111111,3.85714285714286,2.875,4,1.28571428571429,3.75,1.83333333333333,1,1,0,1,0,0,0
nZoon6xdRpn,G7XxQ987,2025-01-08 08:40:56,2025-01-08 08:54:05,789,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,114.251.216.209,116.2797130,40.0245690,北京市,市辖区,COMPUTER,Windows,Chrome,1536px*864px,0,15,5,2,1,3,3,2,4,4,5,5,5,5,5,3,3,5,5,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5,3,3,4,5,5,5,3,3,3,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,4,3,2,4,4,5,5,2,4,5,4,5,5,2,15,12007.4,6431.5,32711.6,4.44444444444444,3,3.75,5,3.71428571428571,5,4.08333333333333,1,1,0,1,0,1,0
lAGGJ8V82NJ,nePEplyM,2025-01-08 08:11:43,2025-01-08 08:27:03,920,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,117.22.119.48,108.9410144,34.2740836,陕西省,西安市,COMPUTER,Windows,WeChat,1440px*900px,0,15,4,4,1,3,4,4,4,5,4,4,4,5,4,3,4,4,4,3,3,4,4,4,4,5,5,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,5,4,4,5,4,3,3,3,2,2,3,3,2,3,2,3,3,3,4,4,5,3,3,4,3,4,4,2,15,84688.4,62573.7,24799.5,3.77777777777778,3,4.125,2.75,2.85714285714286,2.5,4.08333333333333,1,1,1,1,0,0,1
NPXXNOKapvJ,Jekq08N7,2025-01-08 07:54:05,2025-01-08 08:12:24,1099,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,218.56.34.166,121.4304570,37.5222180,山东省,烟台市,COMPUTER,Windows,Chrome,1920px*1080px,0,15,5,4,1,3,4,5,4,4,5,5,5,4,4,4,5,3,2,3,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,4,5,3,4,5,2,1,1,4,4,5,4,5,5,4,4,3,5,3,4,5,4,5,5,4,4,5,4,4,5,4,4,5,5,4,5,4,2,15,2794,4835.7,26787.4,4.22222222222222,1.85714285714286,4.375,4.75,4.42857142857143,3.75,4.33333333333333,1,0,1,1,1,0,1
NPXXl5d5mQB,leNbzVge,2025-01-08 06:08:56,2025-01-08 06:20:14,678,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,101.204.103.90,104.0781105,30.6602396,四川省,成都市,COMPUTER,Mac OS X,Safari,2560px*1440px,0,15,4,4,1,3,4,5,5,4,5,5,5,5,4,5,5,4,4,5,3,4,5,4,5,5,5,5,5,4,5,5,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,3,4,5,5,5,3,3,2,1,1,3,2,1,4,5,5,4,5,5,4,5,4,2,15,6949,10867,40212,3.88888888888889,3.28571428571429,4,2.25,2.14285714285714,4.75,4.66666666666667,1,1,1,0,0,1,1
mNVpjXwwD5K,5LwJ66p7,2025-01-07 23:39:36,2025-01-07 23:53:10,814,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,114.102.238.50,117.0592833,30.5291239,安徽省,安庆市,COMPUTER,Windows,WeChat,854px*534px,0,15,4,2,1,3,2,3,3,2,3,3,4,4,5,3,4,4,4,4,5,3,4,4,5,4,3,2,3,5,4,3,4,4,4,5,5,4,4,4,4,4,3,4,5,4,4,4,3,3,4,2,2,2,3,4,2,2,4,3,2,1,1,4,3,4,4,3,3,4,4,3,2,15,44732.2,39959.5,33465.6,4.33333333333333,3.14285714285714,3.875,3,2.28571428571429,2.25,3.33333333333333,1,1,1,1,0,0,1
lAGJgGVQ4Eg,G7XnDV5e,2025-01-07 23:20:12,2025-01-07 23:38:58,1126,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,39.144.251.68,118.2461360,24.6061670,福建省,厦门市,COMPUTER,Windows,Chrome,1536px*864px,0,15,4,3,1,1,2,2,2,3,4,4,4,2,2,2,1,3,2,2,3,3,5,3,4,4,1,2,4,4,4,3,5,4,5,5,5,4,5,5,4,4,3,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,3,2,4,2,4,2,4,4,2,4,4,3,4,3,2,15,54742.4,32371.7,42514.8,4.77777777777778,3.42857142857143,3,3.75,3.14285714285714,4,2.58333333333333,1,1,0,1,0,1,0
mNVpW5jo08A,J7B66o67,2025-01-07 23:11:45,2025-01-07 23:30:14,1109,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,106.58.167.169,102.7114550,25.0423410,云南省,昆明市,COMPUTER,Windows,Chrome,1920px*1080px,0,15,4,4,1,3,4,5,5,4,5,4,5,4,5,4,4,5,5,3,4,4,4,5,4,4,5,5,4,5,5,4,1,2,2,2,1,2,2,1,1,1,2,5,5,4,5,4,4,4,5,4,4,5,4,2,1,2,1,4,4,3,3,4,4,5,5,4,5,5,5,4,2,15,18925.6,32220.5,24991.5,1.66666666666667,1.57142857142857,4.5,1.5,3.85714285714286,4.25,4.5,0,0,1,0,1,1,1
Q1kGj2B2mmq,2MdjonzL,2025-01-07 22:49:34,2025-01-07 23:11:40,1326,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,118.78.188.234,110.9979576,35.0556913,山西省,运城市,COMPUTER,Windows,Chrome,1220px*686px,0,15,5,4,1,3,2,4,4,2,5,4,2,4,2,2,1,2,5,4,5,4,4,5,4,5,4,4,5,4,4,5,2,1,1,2,1,2,2,1,2,2,1,4,4,5,4,5,5,5,4,5,4,4,5,2,1,1,2,4,4,5,4,4,4,5,4,5,4,5,5,4,2,15,105714.3,61391.2,26642.7,1.55555555555556,1.71428571428571,4.5,1.5,4.42857142857143,4.5,2.83333333333333,0,0,1,0,1,1,1
vwkVAdKb8oW,kM1VVnn7,2025-01-07 23:01:02,2025-01-07 23:09:38,516,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,223.80.228.126,120.3909510,36.0701250,山东省,青岛市,COMPUTER,Windows,Chrome,1280px*720px,0,15,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,5,5,5,5,4,3,3,2,3,2,2,3,1,1,1,1,1,1,1,1,2,2,15,22131.7,29991.4,29369.4,3.88888888888889,3.14285714285714,1,3,3.14285714285714,5,2,1,1,0,1,0,1,0
Q1kG2db9a5b,aMgzoEQe,2025-01-07 23:07:15,2025-01-07 23:20:19,784,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,49.70.45.55,118.2928581,33.9482208,江苏省,宿迁市,COMPUTER,Windows,Chrome,1920px*1080px,1,16,4,4,1,3,4,3,4,5,4,4,5,3,5,2,4,4,3,3,4,3,5,4,5,4,4,4,5,4,4,5,3,4,3,5,4,3,4,5,2,3,2,5,4,4,4,5,4,3,4,4,3,5,4,4,3,2,3,3,3,4,3,5,4,4,4,5,4,5,3,4,16,16,2667.6,2532.5,42692.1,3.88888888888889,2.14285714285714,4.125,3,3.42857142857143,4,3.91666666666667,1,0,1,1,0,1,1
Q1kGJrBJkzQ,ve8JXpg7,2025-01-07 22:49:39,2025-01-07 23:00:55,676,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,39.160.160.210,117.0437211,28.2463820,江西省,鹰潭市,COMPUTER,Windows,Chrome,1920px*1080px,1,16,4,4,1,3,4,5,5,4,5,5,4,3,4,5,5,4,4,4,3,4,4,4,4,5,5,4,4,4,5,5,2,2,1,1,2,2,1,1,1,1,2,4,4,5,5,5,4,5,5,5,5,4,5,1,2,2,2,5,5,4,4,4,4,5,4,4,5,4,5,4,16,16,34975.8,36645.9,36637.3,1.55555555555556,1.42857142857143,4.625,1.75,4.42857142857143,4.75,4.41666666666667,0,0,1,0,1,1,1
Q1kGJ2wbXjq,G7XBEKOe,2025-01-07 22:46:53,2025-01-07 23:05:49,1136,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,117.140.191.222,110.2972681,25.2782583,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,1536px*864px,1,16,4,3,1,3,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,2,3,3,4,3,4,4,3,2,2,1,4,3,3,4,3,4,4,3,4,4,5,4,3,3,2,2,3,3,3,4,3,4,4,3,4,3,3,4,3,16,16,40590.8,47419,30315.8,3.22222222222222,1.85714285714286,3.5,2.5,3.42857142857143,4.25,3.66666666666667,0,0,0,0,0,1,0
g90lEro0jxl,KLO4ybxe,2025-01-07 22:27:48,2025-01-07 22:43:58,970,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,171.111.173.141,108.3111942,22.8052092,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1536px*960px,1,16,4,2,1,3,4,3,4,3,4,5,4,3,4,2,5,3,2,1,2,2,4,3,4,4,3,4,3,4,2,4,4,5,4,5,4,4,5,5,4,3,4,3,4,3,4,4,3,2,4,4,4,2,3,4,5,5,4,3,4,5,2,2,4,4,4,3,4,4,3,4,16,16,26524.6,23501.7,55335,4.44444444444444,3.28571428571429,3.375,4.5,4,3.25,3.66666666666667,1,1,0,1,1,0,0
Q1kGv3kPg2W,WMRDrN1L,2025-01-07 22:19:19,2025-01-07 22:35:28,969,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,223.160.128.119,116.6336660,40.3139810,北京市,市辖区,COMPUTER,Windows,Chrome,1280px*720px,1,16,4,3,1,3,3,1,1,3,4,2,4,2,2,2,1,3,2,1,2,2,2,1,1,2,1,2,1,3,2,2,4,3,4,4,3,2,3,5,5,4,3,2,2,2,3,2,3,2,2,4,4,5,4,3,2,3,4,2,2,3,3,2,3,2,2,3,2,1,2,1,16,16,113370.1,76858,41444.4,3.55555555555556,4,2.25,3,2.42857142857143,4.25,2.33333333333333,1,1,0,1,0,1,0
mNV8dyDvpOO,o7jrldY7,2025-01-08 19:35:32,2025-01-08 19:48:31,779,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,222.84.73.53,108.1926140,22.8370450,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1280px*720px,1,16,4,2,1,2,4,4,4,3,4,5,5,4,4,5,4,4,3,2,2,3,4,4,4,4,3,3,3,4,5,4,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,3,4,4,4,4,5,3,5,4,2,4,4,2,3,3,4,5,5,4,4,5,3,4,3,16,16,45452.8,73868.7,28096.1,4.88888888888889,3.57142857142857,3.75,3.75,3,4,4.16666666666667,1,1,0,1,0,1,0
