作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_1,SelfPersonality_2,SelfPersonality_3,SelfPersonality_4,SelfPersonality_5,SelfPersonality_6,SelfPersonality_7,SelfPersonality_8,SelfPersonality_9,SelfPersonality_10,SelfPersonality_11,SelfPersonality_12,SelfPersonality_13,SelfPersonality_14,SelfPersonality_15,SelfPersonality_16,BrandPersonality_1,BrandPersonality_2,BrandPersonality_3,BrandPersonality_4,BrandPersonality_5,BrandPersonality_6,BrandPersonality_7,BrandPersonality_8,BrandPersonality_9,BrandPersonality_10,BrandPersonality_11,BrandPersonality_12,BrandPersonality_13,BrandPersonality_14,BrandPersonality_15,BrandPersonality_16,InfluencerPersonality_1,InfluencerPersonality_2,InfluencerPersonality_3,InfluencerPersonality_4,InfluencerPersonality_5,InfluencerPersonality_6,InfluencerPersonality_7,InfluencerPersonality_8,InfluencerPersonality_9,InfluencerPersonality_10,InfluencerPersonality_11,InfluencerPersonality_12,InfluencerPersonality_13,InfluencerPersonality_14,InfluencerPersonality_15,InfluencerPersonality_16,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_1,ExtendedPersonality_2,ExtendedPersonality_3,ExtendedPersonality_4,ExtendedPersonality_5,ExtendedPersonality_6,ExtendedPersonality_7,ExtendedPersonality_8,ExtendedPersonality_9,ExtendedPersonality_10,ExtendedPersonality_11,ExtendedPersonality_12,ExtendedPersonality_13,ExtendedPersonality_14,ExtendedPersonality_15,ExtendedPersonality_16,TargetingGap_1R,TargetingGap_2R,TargetingGap_3R,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1R,DemonstrativeGap_2R,DemonstrativeGap_3R,DemonstrativeGap_4R,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,AVE_SP_1,AVE_SP_2,AVE_SP_3,AVE_SP_4,AVE_BP_1,AVE_BP_2,AVE_BP_3,AVE_BP_4,AVE_IP_1,AVE_IP_2,AVE_IP_3,AVE_IP_4,AVE_EP_1,AVE_EP_2,AVE_EP_3,AVE_EP_4
WQ2VEBK4dE0,yevkQAQM,07/01/2025 00:16,07/01/2025 00:28,706,1,10.141.100.240,118.636146,24.744955,福建省,泉州市,COMPUTER,Windows,Chrome,1440px*900px,0,3,2,4,2,1,3,2,1,1,1,4,3,3,2,4,2,4,1,4,2,3,4,2,2,3,2,2,2,3,2,4,4,2,2,4,2,5,1,3,1,3,2,3,2,2,2,4,3,2,4,4,2,3,2,3,4,3,3,3,2,2,3,3,2,4,4,4,2,2,2,3,4,2,3,3,2,4,4,3,3,4,3,4,4,3,2,2,3,2,2,3,3,4,4,4,4,4,14,3,38733.6,32917.4,30339.6,1.25,3,2.333333333,3.25,2.25,2.25,3,3,2.25,2.25,3.25,2.75,2.5,3,3.25,3.25
WQ2VN20bZn4,BMDPNmQM,28/12/2024 22:53,28/12/2024 23:10,964,1,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,0,3,2,4,3,1,3,4,4,4,4,5,2,2,5,4,2,5,1,5,2,4,4,4,1,4,1,3,2,4,1,5,2,2,2,5,2,5,2,5,2,4,1,5,2,4,1,5,2,2,1,4,2,5,1,4,5,4,4,5,5,5,4,5,4,5,4,5,2,5,3,4,3,4,2,5,2,2,2,4,1,5,2,2,1,2,2,1,1,2,1,2,2,2,5,2,2,2,14,3,60443.7,55696.9,53042,4,4,2.333333333,3.75,2.5,2.5,2.75,3.5,3,3,2.5,3,3.75,3.25,2.75,3
WQ2VN89vXwB,5LwYkRnM,28/12/2024 22:52,28/12/2024 23:07,882,1,111.183.121.30,112.69722,30.451292,湖北省,省直辖县级行政区划,COMPUTER,Windows,Chrome,1024px*640px,0,3,2,4,2,1,3,2,1,2,2,5,2,4,5,4,1,5,2,4,1,4,4,4,1,4,2,4,1,4,4,5,2,5,1,4,4,5,4,2,2,2,1,4,2,5,4,4,2,2,1,4,2,5,3,4,4,3,4,4,5,3,3,4,3,4,4,4,2,5,2,5,4,4,4,4,2,5,2,4,2,5,2,2,1,2,2,2,4,4,3,1,2,2,5,2,2,2,14,3,123056.2,157964.3,31367.4,1.75,4.666666667,2.333333333,3.25,2.75,3.25,3.25,4.25,1.75,3.75,2.25,3.5,3.25,4.25,3.25,3.25
oGmqxzO1g1N,BepKm8xL,28/12/2024 22:49,28/12/2024 23:04,898,1,223.104.122.205,112.136338,32.038009,湖北省,襄阳市,COMPUTER,Windows,Chrome,1951px*1098px,0,3,2,4,4,1,3,4,2,5,2,5,1,4,4,5,1,4,2,5,1,4,5,5,2,5,2,5,2,4,1,5,1,2,2,5,2,4,1,5,5,4,2,5,2,2,1,5,2,2,1,5,2,5,1,4,5,4,4,5,5,4,5,5,4,5,5,5,2,5,2,4,1,5,2,3,2,2,1,5,1,4,1,2,1,1,2,2,1,2,1,1,4,2,4,2,1,2,14,3,15045.8,4289.8,30174.6,3.25,4.333333333,2.666666667,3.75,3.5,3,2.5,3,4,2.5,2.5,3.25,3.5,3,2,2.75
WQ2VrB0YxnE,2Md6bbLw,28/12/2024 22:48,28/12/2024 22:59,671,1,124.229.44.57,113.131225,29.371847,湖南省,岳阳市,COMPUTER,Windows,Chrome,1280px*720px,0,3,1,4,3,1,3,5,4,4,4,5,1,4,5,4,2,5,2,5,4,4,4,4,2,5,2,5,1,4,1,4,2,5,2,5,1,4,1,5,2,5,2,4,1,5,2,5,2,4,1,4,1,5,2,4,5,5,4,4,5,4,5,5,4,5,4,5,2,5,1,4,2,5,2,5,1,4,1,4,2,5,2,2,1,2,1,2,1,2,2,1,2,2,4,1,2,1,14,3,10226.6,11291.7,29606.6,4.25,4.666666667,2.666666667,4.25,3.25,2.75,3.25,2.75,3.5,3,3,3,3.25,3.25,2.75,3.25
Xy4Vwp6oqD8,leNboPWe,28/12/2024 22:44,28/12/2024 22:57,778,1,113.14.245.255,111.3006395,23.4947433,广西壮族自治区,梧州市,COMPUTER,Windows,WeChat,1920px*1080px,0,3,1,3,2,1,2,3,2,4,2,4,2,3,3,4,2,3,3,4,2,4,2,4,3,3,2,4,2,5,2,5,2,4,1,5,1,4,2,3,1,4,3,4,2,5,1,4,2,3,2,5,2,5,2,4,4,5,4,4,4,4,4,5,4,5,5,4,2,4,1,5,2,4,2,5,2,4,1,4,2,4,1,3,2,2,2,2,2,2,2,1,2,2,3,3,2,2,14,3,74835,41606.5,27608,2.75,3.333333333,3,3,3,3.25,3,3,2.75,3,2.75,3.5,2.75,3.25,3,2.75
mNVzOzmyQwD,kM1oRXkL,07/01/2025 00:45,07/01/2025 00:59,856,1,113.140.36.75,107.162666,34.349256,陕西省,宝鸡市,COMPUTER,Windows,Chrome,2048px*1280px,1,4,1,4,4,1,3,4,4,5,4,3,2,4,5,3,2,4,1,3,2,3,3,4,4,4,2,4,1,4,1,3,2,2,1,4,1,4,1,5,4,4,3,4,1,4,1,4,1,3,2,4,1,4,1,4,5,5,4,5,4,4,3,4,5,3,4,4,4,4,4,3,1,4,2,3,2,2,2,3,1,3,2,2,1,2,2,2,2,1,3,2,2,2,5,2,2,2,4,4,23198.3,54109.2,24782.6,4.25,4,2,2.75,3.5,2.5,2,2.5,4,2.5,2.5,2.5,4,2.5,2.25,2.25
oGmqRk1NVrR,nePO0QnL,07/01/2025 00:20,07/01/2025 00:32,705,1,113.68.182.95,113.180947,23.451366,广东省,广州市,COMPUTER,Mac OS X,Chrome,1440px*900px,1,4,1,4,4,1,3,4,4,5,5,4,1,4,5,5,2,5,2,5,2,2,2,5,4,4,1,2,2,5,1,2,2,1,1,4,1,4,1,5,4,4,1,2,2,2,1,1,1,2,2,1,2,5,2,5,4,5,4,4,5,4,5,4,5,4,5,4,1,4,2,2,1,4,1,2,2,2,1,4,1,4,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,4,4,23409.6,42868.2,36142.5,4.5,4.333333333,3,2.75,3.5,2.5,1.5,2.5,3.5,1.75,1.5,2.5,2.75,2,1.75,2.5
vwkjBvZd28v,5LwEGZnM,28/12/2024 22:58,28/12/2024 23:10,734,1,117.136.113.36,120.081536,29.377966,浙江省,金华市,COMPUTER,Windows,Chrome,1440px*960px,1,4,2,4,2,1,3,5,4,4,4,2,2,4,3,2,2,4,1,2,2,2,2,4,5,4,4,2,1,2,1,1,2,2,2,2,1,2,2,5,5,4,4,2,1,2,1,1,2,2,2,1,1,2,2,4,5,5,4,4,5,5,5,4,5,5,4,4,4,5,4,2,2,3,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,4,4,12329.2,30878.7,31783.4,4.25,3,1.666666667,2,4.25,1.5,1.75,1.75,4.5,1.5,1.75,1.5,4.25,2,2,1.5
mNVyANKxDYA,J7qr9lyL,28/12/2024 22:43,28/12/2024 22:58,861,1,116.253.39.167,111.5502995,24.409972,广西壮族自治区,贺州市,COMPUTER,Windows,Chrome,1440px*900px,1,4,2,5,4,1,3,5,4,4,4,4,1,2,5,4,2,5,1,4,2,2,1,5,5,4,4,2,1,2,2,2,1,2,2,2,1,2,2,5,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,5,4,4,5,5,4,5,4,4,5,4,5,5,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,4,4,9544.3,6857.7,12396.7,4.25,3.666666667,2.333333333,2.25,4.5,1.75,1.75,1.75,4.25,1.75,1.75,1.75,4.25,1.75,1.75,1.75
vwkjWy6mqNQ,4enbnv0e,28/12/2024 22:47,28/12/2024 22:57,570,1,223.104.154.143,120.278594,33.767813,江苏省,盐城市,COMPUTER,Windows,Chrome,1536px*864px,1,4,1,4,3,1,3,4,5,5,4,3,3,5,4,2,1,4,3,3,2,5,3,3,1,4,3,2,1,3,1,3,3,4,1,3,2,3,1,5,4,4,3,5,2,4,3,5,2,3,1,4,3,5,2,4,3,3,5,4,3,3,4,5,3,3,4,4,3,3,1,4,3,5,2,5,2,2,1,3,3,4,1,2,1,2,2,1,2,3,3,1,2,5,2,2,3,1,4,4,11138.4,5568.2,24006.1,4.5,4,2,3.25,2.75,1.75,2.75,2.25,4,3.5,2.75,3.5,2.75,3.5,2.5,2.75
lAGQBrDvXyp,p7YWzd0e,28/12/2024 22:30,28/12/2024 22:40,604,1,182.32.138.227,115.996695,36.968975,山东省,德州市,COMPUTER,Windows,Chrome,1549px*872px,1,4,2,5,3,1,3,4,4,4,3,5,2,3,5,4,1,5,1,5,1,2,2,4,1,4,2,5,1,3,2,3,1,4,2,5,1,2,2,5,4,5,2,3,2,5,1,3,2,2,1,4,1,4,1,5,5,5,5,5,4,4,5,5,4,4,5,5,1,5,2,4,1,5,1,3,2,1,1,4,2,5,1,2,2,1,1,2,2,2,1,2,2,2,5,3,2,2,4,4,15652.2,9398,24261.2,3.75,4.333333333,2,2.5,2.75,2.75,2.5,2.5,4,2.75,2,2.5,3.25,2.75,1.75,3
Q1kV6YXl88q,KLO1N5XM,28/12/2024 22:22,28/12/2024 22:39,1023,1,117.189.41.242,105.733713,28.568733,贵州省,遵义市,COMPUTER,Windows,Chrome,1366px*768px,1,4,1,5,4,1,3,5,4,5,4,4,1,2,4,5,2,4,1,4,2,5,2,5,5,5,1,2,2,4,1,4,2,1,1,5,2,4,1,5,4,5,2,3,1,4,1,4,1,1,1,4,1,4,1,5,4,5,5,4,5,5,4,5,5,4,5,5,2,4,1,4,1,5,2,3,1,2,1,4,1,2,1,1,2,1,1,2,1,1,2,1,1,1,4,2,1,2,4,4,83598.6,60073,29424.5,4.5,3.333333333,2.666666667,3.25,4,2.25,2,3,4,2.25,1.75,2.5,3,3,1.75,2
nZo8E2vdrRR,kMrlYAEL,28/12/2024 22:27,28/12/2024 22:38,640,1,218.95.22.28,114.76131,25.666553,江西省,赣州市,COMPUTER,Windows,Chrome,1366px*768px,1,4,1,4,3,1,1,3,1,2,1,5,3,3,4,4,2,4,2,4,3,4,4,4,3,5,1,3,2,4,2,4,2,2,2,4,2,3,2,4,4,3,2,3,2,3,2,3,2,2,2,3,2,4,2,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,2,3,2,3,3,3,2,3,2,3,3,4,2,4,3,4,4,4,2,2,2,2,3,4,4,4,4,4,4,4,45033.2,20240.5,113290,1.75,4,2.666666667,3.75,3.25,2.75,2.5,2.75,3.25,2.5,2.25,2.75,2.5,2.75,2.5,3
Xy4VdGyndZw,0eyO4NQ7,28/12/2024 22:17,28/12/2024 22:33,971,1,153.99.231.145,119.4894129,32.4174549,江苏省,扬州市,COMPUTER,Windows,WeChat,1280px*800px,1,4,1,4,2,1,3,4,1,2,1,5,2,5,4,2,1,5,2,5,4,4,5,5,2,5,2,4,1,4,1,4,1,4,2,4,1,5,2,5,3,5,2,5,1,4,1,4,1,3,2,5,1,4,1,5,5,4,4,4,5,5,5,4,5,4,4,5,1,4,1,4,2,5,1,4,2,4,1,5,2,5,1,1,2,1,2,2,1,2,2,1,2,1,4,2,2,1,4,4,19576.5,51.6,26482,2,4.666666667,1.666666667,4.5,3.5,2.5,2.75,3,3.75,2.75,2.5,2.75,2.75,3,2.75,3.25
oGm69bQYRR6,J7B5mqKM,07/01/2025 00:59,07/01/2025 01:12,796,1,163.204.66.226,110.414743,21.199853,广东省,湛江市,COMPUTER,Windows,Chrome,1494px*934px,0,4,2,4,2,1,2,3,2,3,2,4,4,4,5,3,2,4,1,4,3,4,4,3,1,4,2,5,3,4,2,5,2,4,3,5,4,4,3,5,3,4,2,4,3,5,4,5,3,5,2,5,3,5,4,5,5,5,4,3,3,3,4,4,3,5,4,3,2,3,2,5,3,5,3,4,3,5,3,4,3,4,2,2,2,1,2,2,2,3,3,2,2,2,4,2,4,2,13,4,73597.3,64277.2,33296.2,2.5,4.333333333,2,3.75,2.5,3.5,3.5,4,3.5,4,3.75,4.25,2.5,4,3.75,3.25
oGmqgboq4zB,xLVw5nZe,28/12/2024 23:58,07/01/2025 00:20,1321,1,36.148.41.132,113.993495,22.689441,广东省,深圳市,COMPUTER,Windows,Chrome,1536px*864px,0,4,1,4,3,1,3,4,3,3,4,4,3,5,3,4,2,5,1,4,2,4,3,5,3,4,2,5,2,4,1,4,2,3,1,5,2,5,1,5,3,5,2,4,1,5,1,4,2,3,1,4,1,4,1,5,5,4,5,5,4,4,4,5,4,5,5,4,3,4,3,4,2,3,1,3,2,3,1,4,1,4,2,2,2,1,2,2,2,2,3,1,2,3,4,2,2,2,13,4,43596.8,93506.4,32192.7,3.5,4,2.333333333,3.25,3.5,3,2.5,3.25,3.75,2.75,2.5,2.5,3.5,2.5,2.25,2.75
Xy4V30XvoqG,p7Ydd2bM,28/12/2024 23:21,28/12/2024 23:43,1324,1,59.38.131.10,113.1258988,23.022991,广东省,佛山市,COMPUTER,Windows,Chrome,1920px*1080px,0,4,2,4,4,1,3,5,5,4,5,5,2,5,5,4,1,4,2,5,2,1,2,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,5,4,5,5,4,5,4,4,5,4,5,5,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,1,2,1,1,2,1,2,1,1,2,2,5,1,1,2,13,4,3000.6,5461.3,20253.2,4.75,5,2.333333333,2.5,3.25,2.75,3.25,2.75,3.25,2.75,3.25,2.75,3.25,2.75,3.25,2.75
vwkj2zkaO2A,4enoD4BM,28/12/2024 23:21,28/12/2024 23:33,721,1,111.58.143.122,108.0608046,24.6957751,广西壮族自治区,河池市,COMPUTER,Windows,Chrome,1366px*768px,0,4,2,5,5,1,3,4,4,4,3,4,2,5,4,3,3,4,2,3,2,3,2,3,3,4,1,4,4,4,4,4,2,3,2,5,3,4,3,4,4,4,3,3,4,4,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,4,4,3,4,4,2,3,3,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,3,3,4,3,13,4,13828.2,64229.8,33134.9,3.75,4.333333333,2.666666667,2.5,2.75,4,2.75,3.75,3.75,3.5,2.5,2.75,2.75,3.75,3,3.5
Q1kVV0XPRvY,p7Yy5NZ7,28/12/2024 23:07,28/12/2024 23:20,789,1,122.230.222.166,120.085608,30.872558,浙江省,湖州市,COMPUTER,Windows,Chrome,1494px*934px,0,4,1,3,2,1,3,4,3,4,3,5,2,4,5,4,2,5,2,5,1,4,2,3,2,4,1,5,2,5,2,5,1,2,1,5,2,5,2,5,2,4,1,4,1,4,2,5,1,2,1,4,2,4,1,5,5,4,4,4,5,4,5,4,4,5,5,4,2,5,2,4,1,4,1,5,1,3,2,5,2,4,1,1,1,2,1,2,2,2,1,1,2,2,5,2,1,1,13,4,68475.3,29337.4,26705.1,3.5,4.666666667,2.666666667,3,2.5,3.5,2.25,3.5,3,2.75,2.25,2.75,3.25,2.5,2.75,3
oGmqWKVGDQR,5Lwz1v17,28/12/2024 22:45,28/12/2024 22:57,725,1,120.230.116.173,113.331445,23.092712,广东省,广州市,COMPUTER,Windows,Chrome,1536px*864px,0,4,2,4,2,1,3,4,2,2,3,4,3,3,4,3,4,4,2,4,2,4,3,3,2,3,2,4,2,4,3,4,2,2,2,4,3,4,3,4,3,4,3,3,2,3,3,4,2,3,3,4,2,4,2,3,4,4,3,3,4,3,5,5,3,4,4,3,2,2,3,4,3,4,4,4,3,3,3,4,4,2,4,2,2,2,2,2,4,4,2,2,3,2,4,2,3,2,13,4,65812.2,15866.9,38342.7,2.75,3.666666667,3,3.25,2.5,3.25,2.5,3.5,3.5,2.75,3,3,2.5,3.75,3.25,3.5
g90Y1og2QAw,xebQrllL,28/12/2024 22:39,28/12/2024 22:52,744,1,110.250.125.117,118.105703,39.52694,河北省,唐山市,COMPUTER,Windows,Chrome,800px*360px,0,4,2,4,3,1,3,4,3,4,4,5,2,4,5,4,1,5,2,5,2,3,3,3,1,4,1,5,2,5,2,4,1,3,1,5,2,5,2,5,3,4,1,4,2,5,3,4,2,3,1,4,1,5,2,4,5,5,4,5,4,4,5,4,5,4,5,4,2,3,1,4,1,5,2,5,2,3,2,4,1,4,1,2,1,2,2,1,1,2,2,1,2,1,4,1,2,1,13,4,57430.4,47427.6,28624.3,3.75,4.666666667,2.333333333,3.25,2.25,3.5,2.25,3.5,3.25,3.5,2.5,3,2.5,3,3,2.5
Xy4V29mA9XO,yevkQAQM,07/01/2025 00:28,07/01/2025 00:43,884,1,10.141.100.240,118.636146,24.744955,福建省,泉州市,COMPUTER,Windows,Chrome,1440px*900px,1,5,2,4,2,1,3,2,1,1,2,4,3,4,4,2,1,5,1,4,2,2,4,4,3,4,3,5,2,4,3,2,2,2,2,4,3,4,2,4,4,5,2,5,1,3,2,4,2,3,4,4,3,3,2,2,3,2,3,3,4,4,2,2,2,2,3,4,2,4,3,4,3,4,2,3,2,3,3,2,4,2,2,3,2,2,2,4,1,2,2,1,2,3,4,4,2,2,5,5,51307.1,36121.6,28502.4,1.5,4,1.333333333,3,3.5,3.5,2,3.25,3.75,2.75,3.25,3,3.25,3.25,2.75,2.5
oGmqoXA92YR,AM9Q9gWM,07/01/2025 00:31,07/01/2025 00:42,663,1,116.1.118.141,110.2972681,25.2782583,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,1920px*1080px,1,5,1,5,3,1,3,4,4,5,5,4,1,4,5,3,2,4,1,4,1,4,1,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,3,1,4,2,5,2,5,2,5,2,5,2,5,2,5,2,4,5,4,5,4,5,4,5,4,5,4,5,5,2,5,3,5,2,5,2,5,2,5,2,5,2,2,1,1,2,1,1,2,2,1,2,1,2,1,4,1,2,1,5,5,35600.7,37244.8,38654.6,4.5,4.333333333,2,2.5,3.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,3.75,3.5,3.5,2.5
oGmqmlZ2b60,kM15v92M,28/12/2024 23:53,07/01/2025 00:05,762,1,183.220.73.183,104.112553,30.652741,四川省,成都市,COMPUTER,Windows,Chrome,2048px*1152px,1,5,1,4,2,1,3,4,3,3,3,4,3,5,4,4,1,4,2,3,2,3,4,2,2,5,2,3,3,4,4,3,1,4,1,4,3,3,4,3,2,2,2,5,2,3,4,3,1,2,2,3,3,4,3,4,5,3,4,4,5,3,4,4,4,3,3,3,2,3,2,5,3,3,4,3,2,2,2,3,4,3,3,2,2,3,2,2,5,4,3,3,2,3,2,2,3,1,5,5,83183.2,81173,40553.5,3.25,4.333333333,2.333333333,3,2.75,3.5,2.25,3.5,2.25,3.5,2,3.25,2.5,3.75,2.25,3.25
bo3VVvz82qJ,BMDPNmQM,28/12/2024 23:10,28/12/2024 23:25,914,1,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,1,5,2,4,3,1,3,4,4,4,4,5,2,2,5,4,2,5,1,5,2,4,4,4,2,5,1,5,2,5,2,4,1,2,2,5,2,5,2,5,2,4,1,5,2,4,1,5,2,2,2,5,1,5,2,4,5,5,4,5,4,5,4,5,4,5,4,4,2,5,2,5,2,5,2,4,1,3,2,5,2,5,2,2,2,1,2,1,1,2,2,1,1,2,4,2,2,1,5,5,31871.5,20033.7,45737.3,4,4,2.333333333,3.75,3,3.5,2.25,3.5,3,3,2.75,3.25,3.25,3.5,2.5,3.5
mNVyAd3YWKz,xMoDP6d7,28/12/2024 22:53,28/12/2024 23:03,557,1,223.73.103.25,111.9765937,21.8739766,广东省,阳江市,COMPUTER,Windows,Chrome,1536px*864px,1,5,1,5,4,1,3,3,2,4,1,4,3,5,4,4,3,5,3,4,2,5,3,4,3,4,2,5,3,3,2,4,2,3,1,3,1,4,2,3,1,4,3,3,2,4,1,5,3,4,2,3,1,4,2,3,4,4,4,3,3,3,4,5,3,4,4,4,2,4,3,5,2,4,3,4,3,4,2,5,2,5,2,2,2,2,3,2,1,2,3,2,2,2,4,3,4,5,5,5,9929.7,9493,28689.3,2.5,4.333333333,3.333333333,3.5,3.25,3.25,2.5,2.5,2.75,2.5,3.5,2.5,3.25,3.5,3.25,3.5
g90Y2NQQ5Zn,Bep34V8L,28/12/2024 22:31,28/12/2024 22:48,1019,1,113.27.45.35,112.8736746,35.493284,山西省,晋城市,COMPUTER,Windows,Chrome,1360px*768px,1,5,2,4,4,1,3,4,4,4,4,5,2,4,5,5,3,4,1,4,1,5,2,3,1,4,2,5,2,5,2,4,1,2,2,5,1,4,1,4,1,4,1,4,2,3,2,4,1,1,2,4,2,5,1,5,4,4,5,5,4,4,5,5,4,5,4,4,2,5,3,4,2,5,2,4,1,2,2,5,2,5,2,3,2,2,2,1,3,2,1,2,2,2,2,2,1,2,5,5,73740.1,46242.2,33408.2,4,4.666666667,3,3,2.5,3.5,2.25,2.75,2.5,2.75,2,3,3.5,3.25,2.25,3.5
lAGQjlp1Wg9,5M2zyj2M,28/12/2024 22:36,28/12/2024 22:46,612,1,223.104.109.86,115.667437,34.437215,河南省,商丘市,COMPUTER,Windows,Chrome,1280px*720px,1,5,2,4,2,1,3,4,4,5,4,4,1,4,4,2,4,4,2,5,4,5,4,2,1,4,2,5,2,4,1,4,2,2,1,4,2,5,1,4,1,4,2,5,2,4,1,4,2,3,2,5,4,4,2,4,5,4,4,5,4,5,4,4,5,5,4,4,1,5,2,5,1,4,1,4,2,5,2,5,2,4,1,2,1,2,2,2,2,1,1,2,2,2,5,2,2,1,5,5,7485.5,3066,29251.9,4.25,4,2.666666667,4.5,2.25,3,2.25,3,2.75,3,2.75,3.75,3,2.75,3.25,3
nZo8lzkp8wN,2MdV15zL,28/12/2024 22:26,28/12/2024 22:42,1003,1,106.125.99.148,111.697399,40.830831,内蒙古自治区,呼和浩特市,COMPUTER,Windows,Chrome,1536px*864px,1,5,1,4,2,1,3,3,1,3,1,4,4,4,4,3,2,5,2,5,1,4,4,4,1,5,3,5,4,5,2,5,3,5,4,4,5,5,3,2,1,3,2,5,2,5,3,4,4,5,3,5,4,5,4,4,5,5,4,3,4,5,5,5,4,5,4,3,1,1,4,5,3,4,4,5,4,5,3,5,4,3,2,2,1,1,1,3,3,4,4,1,2,2,5,2,2,1,5,5,29978.1,50825.4,28916.6,2,4,2.333333333,3.5,3.25,4,4.25,4.25,2,3.75,4,4.5,2.25,4,4.25,3.5
nZo8EERG120,5LmQxzpL,28/12/2024 22:18,28/12/2024 22:38,1176,1,39.146.141.202,116.899744,32.605058,安徽省,淮南市,COMPUTER,Windows,Chrome,1707px*1067px,1,5,2,4,2,1,3,4,4,4,5,2,1,4,5,1,3,2,2,2,1,1,2,1,1,4,2,5,4,4,4,4,2,2,2,5,5,5,5,1,1,2,2,5,4,4,4,4,1,2,4,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,2,2,1,1,4,5,4,5,4,2,2,1,5,5,4,5,4,5,5,5,4,5,5,4,5,4,5,4,5,4,5,5,5,61317.8,52292.7,41963,4.25,3.666666667,2,1.5,2,4.25,2.5,5,1.5,4.25,2.75,4.75,1.5,4.5,2.25,4.75
oGm6jRvzv2d,leNZRkWe,07/01/2025 01:25,07/01/2025 01:38,778,1,117.181.184.135,109.379979,24.273717,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,2560px*1440px,0,5,2,4,3,1,3,4,5,5,4,4,1,4,5,4,4,5,4,4,5,5,3,5,4,4,1,4,1,5,2,4,1,3,1,5,2,5,2,2,1,4,1,4,2,5,2,4,1,2,2,3,1,4,3,3,4,3,2,4,4,5,4,4,3,4,4,4,1,4,2,5,2,5,2,3,1,2,1,4,1,3,1,2,1,2,2,2,2,1,3,2,2,2,4,1,2,2,12,5,53377.4,31128.2,27525.7,4.5,4.333333333,4,4.25,3.5,3,2.25,3.5,2,3.25,2.25,2.75,2.75,3.5,1.75,2.25
NPXVAyZpdBm,9LQ5vbvL,07/01/2025 00:35,07/01/2025 00:53,1032,1,180.102.134.186,118.7738,32.0589,江苏省,南京市,COMPUTER,Windows,Chrome,1536px*864px,0,5,2,5,4,1,3,4,4,5,4,4,1,4,5,4,2,5,2,5,2,3,2,4,2,5,2,5,1,4,1,5,2,2,2,4,1,4,1,4,3,4,2,5,1,4,1,4,2,1,2,4,1,4,1,4,5,5,4,4,4,5,5,4,3,4,4,4,1,5,2,4,1,4,1,4,1,2,1,4,2,4,1,2,2,1,2,2,2,1,1,2,2,2,4,2,1,2,12,5,132193.6,61802.9,51403.5,4.25,4.333333333,2.666666667,3,3.25,2.75,2.75,2.5,3.25,2.75,2.25,2.5,3,2.5,2,2.75
Q1kVAr3NYWY,Bep30E3L,07/01/2025 00:16,07/01/2025 00:30,811,1,36.148.66.247,113.125364,27.8281,湖南省,株洲市,COMPUTER,Mac OS X,Safari,1512px*982px,0,5,2,4,3,1,3,2,2,2,1,4,4,4,4,2,2,4,2,3,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,2,4,4,2,2,3,2,2,3,2,2,4,3,2,3,2,2,3,2,2,2,3,2,2,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2,4,3,4,4,4,2,2,2,4,2,3,4,4,4,4,12,5,35162,40422,27123,1.75,4,2,2.75,4,2,2,2.25,2.25,3,2.5,2.75,4,2,2.25,2
