作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
nZo8yn2EDQn,JekVP4BL,06/01/2025 22:44,06/01/2025 22:55,672,1,111.53.227.4,112.591901,37.798346,山西省,太原市,COMPUTER,Mac OS X,Safari,1440px*900px,0,1,1,1,1,15,1,4,2,1,2,3,2,2,2,4,2,5,5,4,2,4,1,2,2,2,4,2,2,5,1,3,4,4,2,4,2,2,2,4,1,3,2,2,4,2,4,3,3,3,2,4,4,2,4,3,4,2,4,2,1,1,2,1,2,2,2,3,2,2,3,4,2,4,3,3,4,2,2,2,4,2,2,4,2,2,2,2,1,1,1,2,3,3,2,2,2,4,2,3,2,2,2,15,48137,39128,29820,3,5,1,-1,0,4,2,5,1,4,3,2,2,5,-1,2,1,-2,-2,0,-2,-2,-1,-1,3,-1,-4,-3,-4,-3,2,2,3,5,1,1,0,4,2,5,1,4,3,2,2,5,1,2,1,2,2,0,2,2,1,1,3,1,4,3,4,3,2,2,1
NPXVZ4mKnrJ,xeb1N9lL,06/01/2025 22:41,06/01/2025 22:53,746,1,120.230.27.212,115.359975,22.776037,广东省,汕尾市,COMPUTER,Windows,Chrome,1280px*720px,0,1,1,1,1,15,2,4,2,1,3,2,1,2,2,4,3,4,5,3,2,4,4,4,2,3,4,3,1,4,2,3,2,3,1,4,2,5,1,4,1,3,2,4,1,3,2,4,3,3,2,5,2,2,2,4,3,4,3,2,2,1,3,2,2,1,2,1,3,2,2,3,4,3,2,3,2,4,1,3,2,2,2,4,1,3,2,2,1,1,2,2,3,2,2,3,4,4,3,4,4,3,2,15,23085.3,27959.1,25223.6,0,0,-1,2,2,1,-1,3,-3,0,1,1,0,-2,-1,0,-1,-3,1,0,-4,-1,0,0,2,-3,-1,1,-2,2,0,3,0,0,1,2,2,1,1,3,3,0,1,1,0,2,1,0,1,3,1,0,4,1,0,0,2,3,1,1,2,2,0,3,1
lAGQ4qkEGPJ,z7Aa2WP7,07/01/2025 00:19,07/01/2025 00:29,599,1,103.251.99.227,108.617475,21.897275,广西壮族自治区,钦州市,COMPUTER,Windows,Chrome,1280px*800px,1,1,0,1,1,16,1,4,2,1,3,3,1,3,2,4,3,5,4,2,3,3,2,3,2,3,2,4,3,4,1,3,1,4,1,4,3,4,3,4,2,3,2,3,2,3,2,3,2,3,1,4,3,3,4,4,3,5,2,3,4,3,3,3,4,3,4,5,3,4,4,3,3,4,3,4,3,3,3,4,3,3,2,3,2,2,3,3,3,3,4,4,2,2,3,1,3,3,4,4,3,3,16,16,25689.6,12490.8,32051,2,0,1,1,1,1,-2,1,0,1,3,-2,-2,2,-3,1,-1,-2,0,-4,-1,1,-2,-1,1,-3,-2,-1,2,0,-1,-1,2,0,1,1,1,1,2,1,0,1,3,2,2,2,3,1,1,2,0,4,1,1,2,1,1,3,2,1,2,0,1,1,0
mNVy8W8kRag,leNZRkWe,07/01/2025 00:06,07/01/2025 00:18,738,1,117.181.184.135,109.379979,24.273717,广西壮族自治区,柳州市,COMPUTER,Windows,Chrome,2560px*1440px,1,1,0,1,1,16,2,4,3,1,3,5,4,5,5,4,2,2,5,4,4,5,4,5,3,4,4,4,4,2,2,3,1,4,1,4,2,3,2,4,1,4,2,2,1,2,1,4,1,2,1,4,2,2,2,3,1,3,2,4,5,5,4,5,5,4,4,5,4,4,5,4,2,3,2,4,1,4,1,2,3,2,1,3,2,2,2,3,2,2,1,2,2,1,3,2,2,3,4,2,2,1,16,16,29440.1,10679.6,26080.1,2,-4,1,0,1,0,2,0,6,-7,0,-1,3,-4,3,-4,1,2,1,0,-3,0,-3,-1,-3,5,2,1,-5,4,-4,3,2,4,1,0,1,0,2,0,6,7,0,1,3,4,3,4,1,2,1,0,3,0,3,1,3,5,2,1,5,4,4,3,0
mNVywwJ49Yn,9LQym3vL,06/01/2025 23:59,07/01/2025 00:16,1013,1,117.176.121.146,103.801451,30.414645,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,1,1,16,1,4,2,1,2,3,1,1,3,4,1,3,5,2,1,5,1,3,2,2,1,4,1,3,1,2,2,5,1,4,3,1,2,5,1,4,3,2,1,3,2,5,2,3,2,5,2,2,2,5,5,4,1,3,4,3,3,4,5,5,1,3,2,3,4,4,3,2,1,4,1,4,1,4,3,4,3,4,4,3,2,2,2,3,2,1,5,2,4,1,2,2,2,2,3,3,6,16,25981.3,17104.1,28337.7,2,1,-1,1,-2,-1,0,2,-1,-1,-1,2,0,2,-4,3,-1,-2,1,1,3,-1,-2,-2,2,0,1,0,1,-4,2,-3,2,1,1,1,2,1,0,2,1,1,1,2,0,2,4,3,1,2,1,1,3,1,2,2,2,0,1,0,1,4,2,3,0
oGmqWDyDZAK,WMRvAjDM,06/01/2025 22:51,06/01/2025 23:03,737,1,183.200.108.142,111.211533,35.348962,山西省,运城市,COMPUTER,Mac OS X,Safari,1440px*900px,1,1,0,1,1,16,2,5,2,1,3,2,1,3,1,4,1,2,4,4,3,4,1,5,3,4,4,4,4,4,3,2,1,3,1,2,3,4,4,3,1,5,2,2,1,2,2,3,4,1,4,4,3,4,2,5,5,4,4,2,1,1,2,2,1,2,1,2,1,1,2,4,3,4,4,2,1,2,2,3,4,4,4,3,1,2,2,3,4,4,4,3,4,4,5,2,2,2,3,2,1,1,16,16,27251,32076,35894,4,-4,1,6,-2,-2,-1,6,1,1,2,5,0,1,0,2,0,0,-1,-1,1,-1,-3,0,3,-5,-2,0,-1,-4,-4,4,4,4,1,6,2,2,1,6,1,1,2,5,0,1,0,2,0,0,1,1,1,1,3,0,3,5,2,0,1,4,4,4,0
vwkj16am2wN,veEPNEJL,06/01/2025 22:36,06/01/2025 22:48,713,1,113.84.80.54,114.140759,22.541839,广东省,深圳市,COMPUTER,Mac OS X,Safari,1440px*900px,1,1,0,1,1,16,2,4,2,1,3,3,2,2,2,4,3,4,4,4,2,4,2,5,1,4,4,4,4,3,1,3,1,4,2,4,3,3,2,4,2,5,1,3,2,3,1,5,1,4,1,5,2,4,1,5,3,4,2,4,5,4,4,4,4,4,3,4,3,5,5,4,2,3,2,5,2,4,2,4,2,4,3,3,2,4,1,3,2,3,2,2,1,2,2,2,2,3,4,3,2,2,16,16,44999,48521,11768,1,-2,-2,-1,-2,-2,0,2,-1,-1,-1,-3,-1,-1,0,0,0,1,2,-1,1,0,-2,0,2,0,1,1,0,-1,-2,2,1,2,2,1,2,2,0,2,1,1,1,3,1,1,0,0,0,1,2,1,1,0,2,0,2,0,1,1,0,1,2,2,0
lAGQBoVvlqR,VMJz8ydM,06/01/2025 22:28,06/01/2025 22:41,732,1,120.230.25.174,115.333941,22.96055,广东省,汕尾市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,1,1,16,1,4,3,1,3,4,4,5,5,3,2,2,5,4,2,5,3,2,1,2,2,2,2,1,1,2,1,3,2,5,4,2,5,3,1,5,2,2,1,3,2,4,4,4,3,5,5,4,4,5,5,5,2,5,4,4,5,3,4,5,4,4,5,4,5,2,2,1,1,3,2,4,3,5,4,4,4,5,3,4,2,4,3,4,4,4,4,3,5,2,4,5,3,4,4,5,16,16,88912.9,38228.8,29641,-2,0,-3,4,-2,0,-2,4,4,-6,-3,4,0,4,-6,4,0,0,2,-2,2,1,1,-2,-6,6,2,-2,0,-3,5,-2,2,0,3,4,2,0,2,4,4,6,3,4,0,4,6,4,0,0,2,2,2,1,1,2,6,6,2,2,0,3,5,2,0
oGmqEJjz3ZK,5LwYkRnM,06/01/2025 22:24,06/01/2025 22:36,758,1,223.77.114.246,112.69722,30.451292,湖北省,省直辖县级行政区划,COMPUTER,Windows,Chrome,1024px*640px,1,1,0,1,1,16,2,4,2,1,3,2,2,2,1,4,2,5,4,2,4,5,2,4,1,4,4,2,1,4,2,5,4,4,3,5,2,2,1,5,4,4,4,2,1,4,2,5,4,3,4,5,2,5,2,4,1,4,2,5,4,4,5,4,5,5,4,4,5,5,4,2,1,2,2,5,5,4,4,5,2,2,1,4,4,4,4,2,1,1,2,1,4,4,5,1,3,2,5,2,2,1,16,16,59401.5,23626.8,39417.7,0,0,1,1,-3,1,1,-5,-2,0,1,4,-3,-2,0,-2,-2,0,0,-2,0,0,-1,0,0,0,0,-5,0,3,0,-3,0,0,1,1,3,1,1,5,2,0,1,4,3,2,0,2,2,0,0,2,0,0,1,0,0,0,0,5,0,3,0,3,0
mNVygpYQgGD,37K8XvKL,06/01/2025 22:20,06/01/2025 22:33,731,1,111.183.124.105,114.385196,30.47302,湖北省,武汉市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,1,1,16,2,4,2,1,3,2,2,2,2,4,4,4,5,3,2,4,3,4,3,5,4,4,4,4,1,2,3,2,2,3,2,2,2,4,3,4,2,4,3,4,1,4,3,4,2,3,2,2,3,3,2,4,3,4,5,4,4,3,3,4,5,4,4,5,4,3,2,2,2,3,2,3,4,4,2,3,3,4,3,4,2,2,3,2,2,2,3,2,3,1,2,2,4,3,4,4,16,16,37568.9,29552.8,44177.1,0,-1,-4,0,0,1,1,0,-4,0,0,0,2,0,2,-2,-3,1,2,-1,2,-1,0,0,1,0,-2,-1,0,0,-1,2,0,1,4,0,0,1,1,0,4,0,0,0,2,0,2,2,3,1,2,1,2,1,0,0,1,0,2,1,0,0,1,2,0
NPXmGnbNGpW,27a40mNM,07/01/2025 01:03,07/01/2025 01:17,833,1,119.135.228.235,113.0468756,23.6924463,广东省,清远市,COMPUTER,Windows,Chrome,1239px*697px,0,1,0,1,1,16,2,4,3,1,3,5,5,3,4,4,1,4,5,3,1,5,2,2,1,4,5,2,1,3,1,5,2,5,3,4,4,4,1,5,3,5,3,2,1,3,1,5,2,3,2,5,2,1,1,4,3,5,2,3,5,3,4,5,5,3,2,3,2,5,3,4,1,3,1,4,1,5,3,5,2,2,1,4,2,2,1,3,1,2,1,2,3,1,4,1,2,3,4,3,2,3,1,16,29929.3,31812.1,34846,0,0,2,-1,2,-2,1,-1,3,-7,0,2,2,0,-3,-1,2,0,-1,1,-1,2,-4,3,-1,7,1,-2,-1,0,0,3,0,0,2,1,2,2,1,1,3,7,0,2,2,0,3,1,2,0,1,1,1,2,4,3,1,7,1,2,1,0,0,3,1
Xy4Vn0lrE4o,xMoNyyNe,07/01/2025 00:20,07/01/2025 00:34,880,1,113.84.66.98,113.892832,22.561068,广东省,深圳市,COMPUTER,Windows,Chrome,1803px*1015px,0,1,0,1,1,16,1,4,2,1,3,4,4,4,3,4,2,3,5,5,2,4,1,5,1,3,4,2,1,4,2,4,3,5,2,4,1,1,2,5,2,5,2,2,2,3,1,4,2,3,2,4,3,2,2,4,3,5,3,4,4,5,4,3,4,4,3,3,3,4,5,3,2,4,2,3,2,5,1,4,2,3,1,4,2,5,2,2,2,1,4,3,2,2,1,2,3,4,4,3,2,2,1,16,21335.6,25372.2,20082.8,1,0,2,-1,-1,2,1,2,3,-4,0,1,3,2,-1,1,1,-1,-1,2,2,0,-1,0,-1,3,1,0,-2,0,1,1,1,0,2,1,1,2,1,2,3,4,0,1,3,2,1,1,1,1,1,2,2,0,1,0,1,3,1,0,2,0,1,1,1
lAGQ1qN3rvg,4enPDYA7,06/01/2025 22:39,06/01/2025 23:15,2116,1,112.37.117.226,115.9862978,36.4417325,山东省,聊城市,COMPUTER,Windows,Chrome,1280px*720px,0,1,0,1,1,16,2,4,2,1,2,3,1,1,2,4,3,4,3,3,2,5,2,4,2,5,4,3,2,3,2,5,2,5,2,5,3,4,2,5,1,4,3,2,2,3,2,5,2,5,2,3,3,2,2,4,3,4,2,4,4,5,3,3,4,4,4,3,3,4,3,3,2,2,1,4,2,3,1,4,3,2,2,4,3,5,2,2,2,3,2,2,2,2,4,2,1,3,2,4,3,2,1,16,339460.4,159136.3,27426,1,0,0,0,4,0,1,1,-1,1,-2,-2,3,1,1,-1,-1,1,-3,1,-3,0,0,-1,1,0,-1,3,-2,-1,0,1,1,0,0,0,4,0,1,1,1,1,2,2,3,1,1,1,1,1,3,1,3,0,0,1,1,0,1,3,2,1,0,1,1
NPXVa0pYgmJ,BepKQyXL,06/01/2025 22:52,06/01/2025 23:06,834,1,121.206.106.27,117.0153326,25.0776838,福建省,龙岩市,COMPUTER,Windows,Chrome,1707px*1067px,0,1,0,1,1,16,2,4,2,1,3,4,1,3,1,4,1,4,5,3,2,4,2,3,4,4,4,4,1,4,1,5,2,4,2,5,1,5,1,5,2,4,1,3,2,3,1,4,3,4,2,5,2,4,3,4,2,5,2,5,4,5,5,5,4,5,5,5,4,4,5,4,3,2,3,4,3,4,3,4,3,4,2,4,3,4,3,3,4,5,4,3,3,2,3,4,4,3,4,4,3,3,1,16,82681.4,40152.1,26881.6,2,1,1,1,1,3,0,1,1,1,0,3,-2,1,-2,-4,-2,-4,-1,-2,-2,-3,-1,-3,-1,-4,0,-4,1,-1,1,2,2,1,1,1,1,3,0,1,1,1,0,3,2,1,2,4,2,4,1,2,2,3,1,3,1,4,0,4,1,1,1,2,1
Q1kVbxG95Pb,o7j11VmM,06/01/2025 22:34,06/01/2025 22:56,1357,1,112.85.124.4,121.177452,31.88556,江苏省,南通市,COMPUTER,Mac OS X,Firefox,1280px*800px,0,1,0,1,1,16,1,4,4,1,3,4,3,5,4,5,2,3,4,5,2,5,2,5,1,3,2,4,2,3,1,4,1,4,1,3,1,2,1,4,1,5,1,4,1,4,2,5,1,2,1,4,1,2,2,3,1,5,1,4,4,4,5,4,5,5,5,4,4,5,4,4,1,4,3,4,1,4,1,3,1,2,2,4,1,5,1,2,1,1,2,2,1,1,2,1,2,2,4,3,1,2,1,16,75859,38335,30239,-1,0,1,0,-1,1,1,0,1,-4,1,-2,4,-1,0,-1,1,-1,0,0,0,-1,0,0,-1,3,0,2,-5,1,1,1,1,0,1,0,1,1,1,0,1,4,1,2,4,1,0,1,1,1,0,0,0,1,0,0,1,3,0,2,5,1,1,1,1
NPXV4vRGykW,BepX0zwe,06/01/2025 22:35,06/01/2025 22:47,729,1,183.199.254.157,115.869989,39.326503,河北省,保定市,COMPUTER,Windows,Chrome,1280px*720px,0,1,0,1,1,16,2,4,2,1,3,5,5,5,4,1,2,5,4,2,1,4,1,1,2,1,1,5,4,4,1,4,1,4,1,4,1,2,1,4,1,4,1,1,1,4,1,4,1,5,2,5,2,2,1,4,3,5,3,2,3,1,2,1,2,1,4,5,2,4,5,4,1,4,1,4,1,4,1,3,1,2,2,3,2,5,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,16,58606.2,24716.6,28056.1,4,-3,-1,1,-1,1,-1,4,5,-7,-3,-1,-1,1,-7,3,-1,3,0,0,-1,-1,0,-2,-2,7,2,2,-1,-1,6,-1,4,3,1,1,1,1,1,4,5,7,3,1,1,1,7,3,1,3,0,0,1,1,0,2,2,7,2,2,1,1,6,1,1
g90Y22by86w,nePya3YM,06/01/2025 22:31,06/01/2025 22:50,1120,1,120.243.134.70,117.2772718,31.8710932,安徽省,合肥市,COMPUTER,Windows,Chrome,1366px*768px,0,1,0,1,1,16,1,4,2,1,3,2,1,1,1,4,4,4,4,1,2,5,2,1,2,4,5,1,1,4,1,4,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,5,5,2,4,5,4,5,4,5,5,5,5,2,1,1,2,1,2,2,1,2,1,2,2,4,1,1,1,2,4,5,2,1,1,1,1,2,4,1,1,2,1,2,1,1,2,1,1,2,1,4,5,4,4,5,1,16,49006.3,44297.5,27357.2,1,1,-1,5,-7,6,-7,8,-1,1,1,3,-4,4,-5,3,0,0,1,-2,-1,0,0,-3,2,0,-1,0,-4,2,-2,2,1,1,1,5,7,6,7,8,1,1,1,3,4,4,5,3,0,0,1,2,1,0,0,3,2,0,1,0,4,2,2,2,1
vwkjVRDk9dv,aMgmV9nL,06/01/2025 23:50,07/01/2025 00:00,574,1,223.167.175.254,121.784999,31.050317,上海市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,0,0,2,1,5,2,1,3,4,5,5,4,4,2,5,4,5,4,4,2,5,2,2,2,2,1,4,2,5,2,5,2,4,2,2,1,4,2,5,2,2,2,5,2,4,2,2,1,4,2,5,2,2,2,5,2,4,5,4,4,5,4,4,4,5,4,4,5,4,1,2,2,5,2,4,2,5,2,4,1,4,2,5,2,4,2,4,4,4,4,2,4,2,4,2,4,2,4,4,2,2,41275.8,39002.3,28524.4,-1,1,4,-1,-3,1,2,0,2,-5,3,-1,0,-2,0,0,0,0,-1,0,3,0,0,0,-3,6,0,0,0,3,2,0,1,1,4,1,3,1,2,0,2,5,3,1,0,2,0,0,0,0,1,0,3,0,0,0,3,6,0,0,0,3,2,0,0
lAGQQkydNKp,p7YRjwzL,06/01/2025 23:10,06/01/2025 23:23,766,1,120.231.192.196,113.039389,22.514266,广东省,江门市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,0,0,2,1,4,3,1,3,3,2,3,1,4,2,3,5,3,4,4,4,4,3,4,3,4,1,4,2,3,1,4,3,4,3,2,1,4,2,3,3,3,1,4,1,4,2,2,4,3,2,2,1,3,3,4,3,4,5,4,4,5,3,4,3,4,4,5,3,3,2,3,1,4,2,3,1,3,1,2,2,4,1,4,3,2,1,2,1,3,4,3,3,3,2,2,4,1,2,1,2,2,23206.6,8396.4,40221.5,1,-1,1,2,1,-1,0,1,-1,-1,1,3,2,-5,1,0,-2,0,0,1,-1,1,1,1,0,0,0,0,-2,5,0,2,1,1,1,2,1,1,0,1,1,1,1,3,2,5,1,0,2,0,0,1,1,1,1,1,0,0,0,0,2,5,0,2,0
vwkjjpgOQg3,ve80b2we,06/01/2025 23:04,06/01/2025 23:21,1020,1,119.96.53.129,114.3215364,30.5673932,湖北省,武汉市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,0,0,0,2,2,4,3,1,3,5,5,5,5,4,1,4,4,5,2,5,1,4,1,1,1,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,5,2,5,2,4,1,4,1,5,2,5,2,4,1,4,1,5,4,5,4,4,5,4,5,5,4,5,4,5,2,5,1,4,1,4,2,5,2,5,1,4,1,4,2,1,2,1,1,2,2,1,2,2,1,1,4,1,2,1,2,2,1281.2,3454.9,20342.9,0,1,0,-1,0,1,0,-1,0,-6,0,-1,0,1,-3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,-1,0,1,0,1,0,1,0,1,0,6,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0
vwkjg9n8V6b,BMDob9ke,06/01/2025 22:51,06/01/2025 23:11,1179,1,120.219.114.87,113.8284284,34.0092877,河南省,许昌市,COMPUTER,Windows,Chrome,1680px*1050px,1,0,0,0,0,2,2,4,6,1,3,4,4,4,5,3,1,4,4,2,1,4,3,1,1,2,1,2,2,2,1,4,5,5,3,4,1,1,1,4,2,5,3,2,1,1,2,5,2,3,1,2,2,1,1,4,4,4,1,4,5,5,4,5,4,5,4,4,5,4,5,2,2,1,1,3,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,4,2,5,4,2,3,2,1,2,2,2,2,69498.2,111106.6,51488.3,1,0,1,-5,2,1,1,0,5,-6,-1,0,3,-1,-5,3,-1,0,-4,5,-2,-1,-6,2,-5,6,-2,0,-3,1,0,-1,1,0,1,5,2,1,1,0,5,6,1,0,3,1,5,3,1,0,4,5,2,1,6,2,5,6,2,0,3,1,0,1,0
mNVyAWYwvXK,Ke5OQjy7,06/01/2025 22:40,06/01/2025 22:57,1008,1,112.40.5.86,123.1829167,41.2696443,辽宁省,辽阳市,COMPUTER,Mac OS X,Safari,1440px*900px,1,0,0,0,0,2,2,4,2,1,2,4,2,2,3,4,2,2,4,4,3,4,2,5,4,5,5,4,1,5,1,5,2,5,1,4,1,1,1,5,1,4,1,2,1,4,1,2,1,2,1,3,1,2,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,3,4,1,2,1,3,1,4,2,3,1,2,1,3,2,3,2,2,2,2,2,2,4,2,4,4,2,2,3,2,3,4,2,2,32261,71870,96054,3,0,6,-1,0,0,5,0,0,-3,2,-2,3,-3,6,-7,-3,0,-3,0,0,0,-3,-2,0,3,1,1,-3,3,-4,5,3,0,6,1,0,0,5,0,0,3,2,2,3,3,6,7,3,0,3,0,0,0,3,2,0,3,1,1,3,3,4,5,0
mNVyakRwVQn,p7YprqbM,06/01/2025 22:31,06/01/2025 22:44,733,1,120.87.239.159,116.662128,23.385477,广东省,汕头市,COMPUTER,Windows,Chrome,1440px*960px,1,0,0,0,0,2,2,5,3,1,3,2,2,1,1,4,4,4,5,4,2,5,3,4,1,5,4,3,1,4,2,5,4,4,3,1,2,2,1,5,4,4,3,3,1,4,1,4,4,2,3,2,2,1,1,2,2,2,2,5,4,4,5,5,4,3,4,5,5,3,4,4,1,2,2,4,4,5,5,2,2,1,1,3,2,4,4,2,1,1,2,2,4,5,4,3,2,4,3,1,2,2,2,2,40611.7,78760.9,25851.3,0,-1,3,0,0,0,5,-3,-4,-1,2,2,6,-2,5,-1,-1,0,0,-2,0,0,-2,1,3,0,1,-4,-6,2,-2,-1,0,1,3,0,0,0,5,3,4,1,2,2,6,2,5,1,1,0,0,2,0,0,2,1,3,0,1,4,6,2,2,1,0
mNVyEzDZ0wD,5LmX99p7,06/01/2025 22:28,06/01/2025 22:39,647,1,120.229.148.35,113.67536,22.816085,广东省,东莞市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,0,0,2,2,4,3,1,3,5,4,4,4,5,2,4,5,4,4,5,2,5,1,4,4,1,1,4,1,5,2,5,4,3,1,1,1,4,1,4,2,2,1,3,1,4,4,1,2,5,1,1,2,2,2,3,2,4,5,4,4,5,4,5,4,4,5,4,5,4,1,3,1,5,2,5,2,5,2,1,1,4,2,5,2,2,1,2,1,1,4,2,1,2,1,4,5,1,1,2,2,2,30959.3,22583.4,26095.2,0,0,5,0,-2,1,3,1,4,-6,4,3,3,-3,4,-1,2,0,0,2,2,-1,1,-1,-2,6,1,-1,-3,3,0,1,0,0,5,0,2,1,3,1,4,6,4,3,3,3,4,1,2,0,0,2,2,1,1,1,2,6,1,1,3,3,0,1,0
nZo82Yzn5Xa,5M2xX5aL,06/01/2025 22:19,06/01/2025 22:29,583,1,117.139.250.142,104.0781105,30.6602396,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,1,0,0,0,0,2,1,5,4,1,3,3,1,2,2,4,2,3,4,3,2,4,2,5,2,2,2,3,2,4,3,4,2,2,3,2,2,4,4,4,2,4,3,2,2,3,2,4,3,2,2,3,4,2,2,3,2,2,3,4,3,3,2,4,3,4,4,4,4,4,2,3,2,4,2,2,2,4,2,3,4,2,4,3,3,1,4,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,39064.9,24547.6,30193,2,-1,0,0,1,0,3,0,0,1,1,1,2,2,2,1,0,1,0,1,-1,-2,-4,-2,2,-1,-1,0,-2,-4,-3,-3,2,1,0,0,1,0,3,0,0,1,1,1,2,2,2,1,0,1,0,1,1,2,4,2,2,1,1,0,2,4,3,3,0
