作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Authoritative,Professionalism,HighProfile,Sensational,Group,Type_Influencer,Gender,Education,Age,NativeLanguage,Experience_AI,Familiarity_1,Familiarity_2,Familiarity_3,Cuteness_1,Cuteness_2,Cuteness_3,Popularity_1,Popularity_2,Popularity_3,Reputation_1,Reputation_2,Reputation_3,Professionalism_1,Professionalism_2,Professionalism_3,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,filter_$
mNVX8rjojJD,AM9G3kRL,2025-01-07 11:04:10,2025-01-07 11:13:06,536,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,112.42.70.219,121.5576790,38.9536310,辽宁省,大连市,COMPUTER,Windows,Chrome,1707px*1067px,0,1,1,0,7,1,2,4,2,1,3,3,2,2,3,2,3,4,5,4,2,5,4,5,4,4,3,2,4,3,1,2,1,1,2,4,3,5,3,4,4,3,4,3,1,3,5,3,3,2,2,1,3,1,2,2,4,3,2,3,5,2,3,2,1,2,2,3,4,4,4,3,3,1,4,3,2,3,3,2,3,2,7,7,142425.5,16785.8,28724.4,1
Q1kKka5OVbv,27a1B1D7,2025-01-07 10:43:22,2025-01-07 10:55:04,702,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,49.82.180.120,119.0476799,33.6033275,江苏省,淮安市,COMPUTER,Windows,Firefox,1366px*768px,0,1,1,0,7,1,2,4,4,1,3,4,5,5,4,4,5,3,5,4,4,5,4,3,5,4,4,5,3,4,4,5,3,5,4,4,5,5,3,3,4,5,5,4,5,3,4,4,5,5,3,3,4,5,5,4,4,5,3,1,2,2,1,1,2,2,1,1,1,4,1,2,2,4,3,5,4,5,4,5,5,4,7,7,44685,9315,35694,1
NPXKNzxajzm,ve8JAWw7,2025-01-07 10:17:21,2025-01-07 10:36:24,1143,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,36.143.7.177,114.7760170,40.7644030,河北省,张家口市,COMPUTER,Windows,Chrome,1707px*1067px,0,1,1,0,7,1,2,4,4,1,1,4,3,4,2,3,4,4,3,4,4,5,4,5,4,5,4,3,4,3,4,3,3,4,4,4,3,3,4,3,3,4,5,5,4,3,3,4,2,3,3,3,4,3,4,4,3,4,2,1,2,1,2,3,4,2,2,2,2,3,2,2,1,4,3,3,3,4,4,4,3,3,7,7,73703.1,53526,61537.1,1
oGmww6RR45K,37KY4Qke,2025-01-07 10:15:07,2025-01-07 10:28:46,819,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,113.137.23.163,109.4800150,36.5806163,陕西省,延安市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,1,2,5,4,1,3,4,3,4,3,4,3,4,4,3,4,5,4,4,3,4,3,4,4,3,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,2,4,3,3,4,4,3,4,4,3,2,3,2,2,2,3,2,1,2,2,2,4,3,3,2,3,4,4,4,3,4,3,4,4,7,7,69172.8,17778.4,30207.4,1
nZo3mjOVvyN,qM6PNy0L,2025-01-07 10:08:35,2025-01-07 10:19:19,644,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,223.104.70.149,116.1544960,24.6115730,广东省,梅州市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,1,1,4,5,1,3,4,5,4,4,4,5,5,4,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,4,4,5,4,4,5,5,4,4,5,4,4,5,4,4,5,5,4,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,4,5,5,4,4,5,4,5,5,7,7,43251.9,45562.7,28701,1
NPXKm85jlyR,G7XnEbOe,2025-01-07 10:10:02,2025-01-07 10:17:44,462,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,112.2.158.192,120.8753318,32.0119567,江苏省,南通市,COMPUTER,Windows,Chrome,1368px*912px,0,1,1,0,7,1,2,3,5,1,3,4,4,4,3,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,5,5,4,3,3,3,3,3,4,4,4,4,5,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,3,4,4,4,4,3,4,4,7,7,28873.885,26614.53,52709.75,1
oGmwq2P19Dn,xMoEn50L,2025-01-07 10:03:32,2025-01-07 10:11:00,448,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,122.238.155.192,120.6837040,27.9911397,浙江省,温州市,COMPUTER,Windows,Chrome,1463px*915px,0,1,1,0,7,1,1,4,3,1,3,4,5,4,5,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,4,3,4,5,4,4,4,5,4,3,5,4,4,5,4,4,5,5,3,4,5,5,4,4,4,5,5,4,2,1,1,1,2,2,2,1,1,2,2,5,1,1,2,4,4,5,5,4,5,4,5,5,7,7,12091.1,7110.5,27730.4,1
oGm30Jq0QPn,leNz5mge,2025-01-07 18:59:49,2025-01-07 19:09:37,588,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,114.106.121.70,116.4929402,31.7256670,安徽省,六安市,COMPUTER,Windows,Chrome,1440px*900px,0,1,1,0,7,2,1,4,6,1,3,4,4,4,5,5,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,5,4,5,5,5,4,4,5,4,4,4,4,5,5,4,5,5,4,4,4,4,5,5,4,2,2,2,1,1,1,2,2,1,1,2,5,1,1,1,4,5,5,4,5,5,4,5,5,7,7,83460.2,51533.7,36446.3,0
mNVrBvGd8oD,9LQG32qM,2025-01-07 18:49:13,2025-01-07 19:03:17,844,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,42.234.198.70,114.5310440,35.5747900,河南省,安阳市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,2,2,4,4,1,3,4,5,5,4,4,5,5,5,4,4,5,5,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,2,1,1,2,1,3,2,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,7,7,105998.1,88476.1,45036.5,0
nZopGpEYdZW,z7AmgxA7,2025-01-07 13:52:51,2025-01-07 14:02:45,594,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,39.144.157.43,120.3182160,31.5659610,江苏省,无锡市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,2,2,5,3,1,1,3,2,2,4,4,3,5,4,5,4,5,4,5,4,5,3,2,3,2,3,2,2,2,4,4,4,5,3,4,4,4,5,4,3,2,4,3,2,4,4,3,3,4,4,3,2,3,2,2,3,2,2,2,1,1,2,2,2,4,2,3,2,4,4,3,3,4,3,4,4,4,7,7,76990.3,51041.2,33239,0
g90apglQAnO,WMRRypQM,2025-01-07 13:23:01,2025-01-07 13:34:57,716,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,139.227.154.23,121.4767528,31.2243490,上海市,市辖区,COMPUTER,Windows,WeChat,1440px*900px,0,1,1,0,7,2,2,5,4,1,3,4,4,4,2,2,2,3,2,3,3,2,3,4,4,5,2,2,2,3,3,3,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,2,7,7,78886.2,124389.5,27489.6,0
g90anQoEoDw,BMDNbADL,2025-01-07 13:18:11,2025-01-07 13:31:22,791,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,124.116.202.107,107.1513910,34.3632929,陕西省,宝鸡市,COMPUTER,Windows,Firefox,1920px*1080px,0,1,1,0,7,2,1,4,2,1,3,2,2,1,4,4,3,2,3,2,2,2,3,2,3,2,4,4,3,3,4,3,2,2,3,2,3,2,4,4,3,4,2,3,3,2,4,2,4,5,4,4,3,4,2,4,3,2,3,2,3,2,2,4,2,4,3,2,2,3,2,2,2,2,2,1,2,3,4,4,2,4,7,7,66142,57512,37078,0
lAGvg02g10g,pLzWVO0e,2025-01-07 12:25:24,2025-01-07 12:46:14,1250,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.180.188.151,110.7785958,32.6362823,湖北省,十堰市,COMPUTER,Windows,Chrome,1600px*900px,0,1,1,0,7,2,2,3,3,1,3,2,3,2,4,5,5,3,4,3,4,3,4,4,4,4,3,4,4,3,2,2,3,4,4,3,3,3,4,4,5,4,3,4,4,4,5,4,4,4,4,4,3,3,3,4,4,4,2,1,2,1,2,3,3,2,2,2,2,3,1,2,2,3,3,4,4,3,4,3,2,2,7,7,109779,147411,54284,0
mNVJK3j90wD,z7AqjGQ7,2025-01-07 12:01:09,2025-01-07 12:17:41,992,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.20.204.198,109.2238695,34.6611530,陕西省,西安市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,2,1,5,4,1,3,4,4,3,4,5,5,4,4,5,3,4,4,4,4,5,4,4,3,3,4,4,3,3,4,3,4,4,4,4,5,5,5,4,4,3,4,4,3,4,4,4,3,4,4,3,4,5,2,1,2,1,2,4,2,2,2,1,2,2,2,2,1,2,4,4,3,4,4,4,4,5,7,7,68538.2,20705.8,32271.3,0
mNVJ92PlBRA,RMW0jrE7,2025-01-07 11:40:15,2025-01-07 11:52:21,726,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,139.209.23.61,125.1449579,42.9069462,吉林省,辽源市,COMPUTER,Windows,Microsoft Edge,1301px*731px,0,1,1,0,7,2,1,4,4,1,3,4,5,4,4,5,4,4,3,4,4,5,4,4,5,5,4,5,4,4,5,3,3,4,5,4,5,4,4,3,3,4,5,4,4,5,4,4,5,4,4,3,4,3,4,4,5,4,2,2,1,2,2,2,1,3,2,2,2,3,3,2,1,4,5,5,3,4,5,4,5,5,7,7,113940.1,8087.2,31330.7,0
g90KXdWjgZn,37K0EVnL,2025-01-07 11:02:34,2025-01-07 11:11:53,559,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,202.97.139.29,112.5847410,37.7947730,山西省,太原市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,2,2,5,2,1,3,2,2,2,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,5,4,4,5,5,4,3,4,4,5,5,4,2,2,2,2,2,4,4,2,2,4,2,2,2,2,2,4,5,5,5,4,5,4,4,4,7,7,56959.9,29202.6,35001,0
mNVXVjqzngz,yevdO5X7,2025-01-07 10:41:41,2025-01-07 10:54:13,752,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,106.110.185.104,119.2108440,34.6326541,江苏省,连云港市,COMPUTER,Windows,Chrome,1366px*768px,0,1,1,0,7,2,2,4,4,1,2,4,4,4,5,5,2,4,4,4,5,5,4,4,4,5,4,4,5,4,5,4,3,4,2,4,4,4,5,3,4,4,4,3,5,4,5,5,4,4,5,4,4,4,4,2,4,4,2,2,1,1,2,2,2,2,1,2,2,3,4,2,1,4,4,4,3,4,4,2,4,4,7,7,199723.5,66895.7,48758.1,0
lAGYXXxrP6x,5LwW6lpL,2025-01-07 10:33:14,2025-01-07 10:43:33,619,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,223.104.79.102,113.9467370,22.5825580,广东省,深圳市,COMPUTER,Windows,Chrome,1281px*720px,0,1,1,0,7,2,1,5,2,1,3,2,2,2,4,5,4,3,3,3,2,3,4,4,5,5,4,4,4,3,4,3,2,3,2,4,4,4,5,4,4,4,4,4,2,3,4,4,3,4,4,3,3,4,4,4,4,4,2,2,2,2,2,4,2,4,4,3,2,2,2,2,2,3,4,4,4,4,4,4,4,3,7,7,17767.1,17731.1,29508.8,0
bo3K0agZ49n,yevxgJA7,2025-01-07 10:32:43,2025-01-07 10:39:55,432,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,110.80.12.2,118.1226075,24.4829228,福建省,厦门市,COMPUTER,Linux,Chrome,1920px*1080px,0,1,1,0,7,2,1,4,3,1,3,4,4,5,5,5,4,4,5,4,5,5,4,4,5,5,4,5,5,4,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,4,4,5,5,5,4,4,5,4,2,1,1,1,2,1,1,2,1,2,2,4,2,2,1,4,5,5,5,5,4,5,4,5,7,7,43477.7,21568,38930.7,0
g90Ka1PW05J,kM141RBe,2025-01-07 10:18:11,2025-01-07 10:34:50,999,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,112.18.18.182,104.7222752,31.4671876,四川省,绵阳市,COMPUTER,Windows,Chrome,2048px*1152px,0,1,1,0,7,2,1,4,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,4,3,4,4,4,3,4,4,3,2,2,3,3,2,2,3,4,2,2,3,3,1,1,4,3,2,5,2,2,1,2,4,2,3,2,2,2,3,1,2,2,3,2,1,2,2,2,1,1,1,2,3,2,2,2,2,1,2,2,7,7,8432,9157,34993.7,0
mNVXJ4DgB0n,aMgqooyL,2025-01-07 10:22:23,2025-01-07 10:33:40,677,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,223.104.194.86,120.4615860,36.0973700,山东省,青岛市,COMPUTER,Windows,Chrome,1707px*1067px,0,1,1,0,7,2,2,5,2,1,3,2,3,2,4,5,4,4,5,4,4,4,5,4,4,5,3,3,4,4,2,2,2,3,4,3,2,2,5,4,3,4,3,4,4,5,4,5,5,4,4,3,3,3,4,4,3,2,3,2,2,2,2,3,2,1,2,2,3,4,3,2,3,4,4,3,3,4,5,3,4,4,7,7,44658.5,34117.7,31439.8,0
NPXKNn9N6WJ,aMg8NQ7w,2025-01-07 10:20:07,2025-01-07 10:30:45,638,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,183.228.181.254,106.5195300,29.4654640,重庆市,市辖区,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,2,2,4,4,1,3,2,3,2,4,5,4,5,4,4,4,5,5,5,4,5,4,4,5,5,4,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,5,5,4,5,5,4,3,4,4,5,4,5,2,1,2,1,1,1,2,1,1,2,1,4,2,1,1,4,5,4,4,5,5,5,4,5,7,7,19456.6,6474.6,34740.1,0
oGmwwWpOJ54,9LQ9YpQL,2025-01-07 10:13:18,2025-01-07 10:27:37,859,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,58.20.245.185,112.3736626,28.5714681,湖南省,益阳市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,2,1,4,2,1,3,4,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,4,4,5,5,5,4,4,4,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,5,4,4,5,5,4,5,4,1,2,1,1,1,5,5,1,1,1,2,2,2,1,2,5,4,5,4,4,5,4,5,4,7,7,14924.8,24182.6,31437.6,0
lAGY9qAlk8J,5LmVoBxe,2025-01-07 10:09:40,2025-01-07 10:19:08,568,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,171.94.198.20,104.7753722,29.3473923,四川省,自贡市,COMPUTER,Windows,Chrome,1440px*900px,0,1,1,0,7,2,2,4,4,1,3,4,4,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,5,5,4,5,4,4,5,4,4,5,5,4,5,5,4,5,4,5,4,4,5,5,2,1,1,1,2,1,1,2,1,2,2,5,2,1,1,4,5,4,5,5,4,4,4,5,7,7,41232.4,51540.1,37587.8,0
nZo38vnbbwN,z7lo2WWM,2025-01-07 09:59:31,2025-01-07 10:11:48,737,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.35.205.16,119.1683632,36.6947521,山东省,潍坊市,COMPUTER,Windows,WeChat,1707px*1067px,0,1,1,0,7,2,1,4,2,1,3,4,4,4,5,5,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,3,3,4,4,4,4,4,5,4,3,5,4,4,4,4,4,5,3,4,4,4,4,4,4,5,4,5,2,2,1,2,3,2,2,1,3,3,2,3,3,2,2,4,4,4,4,5,4,3,4,3,7,7,6342.4,4598,30801.7,0
mNVrE3Vv3mD,xebE3zkL,2025-01-07 20:07:28,2025-01-07 20:18:36,668,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,42.94.91.17,102.6347225,37.9277876,甘肃省,武威市,COMPUTER,Windows,WeChat,1536px*960px,0,1,1,0,7,3,1,3,2,1,3,4,5,4,4,5,5,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,4,5,4,5,5,4,5,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,4,5,5,4,4,5,4,5,5,7,7,107766.2,8214.4,26055,0
bo30WNZ5Y4X,WMRDWbdL,2025-01-07 19:13:49,2025-01-07 19:23:54,605,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,39.189.47.126,121.8159850,29.8923820,浙江省,宁波市,COMPUTER,Windows,Chrome,1280px*720px,0,1,1,0,7,3,2,4,2,1,3,1,1,1,4,4,3,2,2,2,1,1,1,1,2,2,4,5,4,4,5,5,4,4,4,5,4,3,4,4,5,3,4,4,3,4,4,4,5,5,4,4,5,4,4,5,5,4,2,1,2,4,2,1,2,1,1,2,2,3,2,2,2,4,4,5,3,4,4,4,5,4,7,7,13255.7,10427.5,33068.2,0
mNVJdbxa53D,ve8zP947,2025-01-07 16:29:45,2025-01-07 16:42:37,772,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,175.0.141.172,113.0338420,28.1588340,湖南省,长沙市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,3,1,4,2,1,3,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4,4,5,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,5,4,5,4,2,1,2,2,2,2,1,1,2,1,1,4,2,2,1,4,5,4,5,4,4,4,5,5,7,7,17371.2,24143.2,36820.4,0
lAGvlVrVKJ9,KLOJrdY7,2025-01-07 15:05:36,2025-01-07 15:18:48,792,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,183.225.99.249,103.4002787,23.3763331,云南省,红河哈尼族彝族自治州,COMPUTER,Windows,WeChat,1095px*730px,0,1,1,0,7,3,2,3,5,1,2,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,4,7,7,132220.7,127123,32268,0
mNVJ1b9DQKz,0eyjvWVM,2025-01-07 13:14:08,2025-01-07 13:23:16,548,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,49.80.51.135,119.9393911,31.7558433,江苏省,常州市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,3,1,5,3,1,3,4,5,5,5,5,3,4,4,5,2,3,4,4,4,5,4,4,5,4,4,3,4,3,5,4,4,5,5,4,5,4,4,3,4,4,5,5,4,4,5,4,3,4,5,4,4,5,1,2,2,2,2,2,2,1,1,2,2,5,2,3,3,4,4,5,4,5,5,5,4,5,7,7,104655.7,121241.8,29324.6,0
g90aDKD0qxk,BepbPjZ7,2025-01-07 12:24:59,2025-01-07 12:33:58,539,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,39.162.176.254,112.5251130,32.9808080,河南省,南阳市,COMPUTER,Windows,Chrome,1707px*1067px,0,1,1,0,7,3,1,4,3,1,3,5,4,4,5,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1,2,2,2,5,1,2,1,1,1,1,4,1,1,1,5,5,5,5,5,5,4,5,4,7,7,57734.5,63957.9,32200.9,0
vwkmAOYWxAX,J7qopa2e,2025-01-07 12:03:17,2025-01-07 12:15:13,716,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,27.17.174.78,114.2226570,30.5419370,湖北省,武汉市,COMPUTER,Windows,Chrome,2048px*1152px,0,1,1,0,7,3,2,4,2,1,3,1,1,2,4,4,5,4,4,5,2,3,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,5,4,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,4,5,5,4,4,5,4,5,5,7,7,78562.9,62685.6,38661.8,0
NPXKAxnR6Dq,yevazZNL,2025-01-07 11:33:17,2025-01-07 11:40:56,459,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,124.166.243.194,113.5875231,37.8573686,山西省,阳泉市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,3,1,4,3,1,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,4,4,4,3,3,3,4,4,2,2,2,2,4,2,1,2,1,2,2,3,2,2,2,4,4,5,3,4,4,4,5,5,7,7,42346.9,72086.2,32347.6,0
NPXKwoA6nxB,JekEg9d7,2025-01-07 11:11:21,2025-01-07 11:25:56,875,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,221.197.232.175,117.1859030,39.0923380,天津市,市辖区,COMPUTER,Windows,Chrome,3072px*1728px,0,1,1,0,7,3,1,5,4,1,3,2,1,1,5,5,4,3,4,3,2,2,5,3,2,3,4,5,5,4,4,5,3,3,4,4,5,3,5,5,4,3,3,3,4,5,5,5,4,4,5,5,4,4,5,5,4,3,2,1,2,1,2,1,2,3,1,2,2,4,1,2,2,4,5,4,3,5,4,4,5,5,7,7,52373.6,39108.7,26844.3,0
Q1kKkW3lArQ,kM19r0zM,2025-01-07 10:37:47,2025-01-07 10:53:48,961,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,223.104.122.152,112.1485790,32.0436660,湖北省,襄阳市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,3,1,4,2,1,3,4,5,4,4,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,5,4,5,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,5,2,2,2,2,2,2,3,2,2,1,2,4,3,2,2,4,4,5,5,4,4,4,4,5,7,7,30236.7,22229.1,41106.9,0
NPXKzlj4D9B,8MZlEwqL,2025-01-07 10:41:13,2025-01-07 10:48:23,430,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,211.83.126.24,103.9997550,30.5570790,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,3,1,4,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,2,3,2,2,2,2,1,2,2,7,7,29462.3,32750.1,25838.8,0
mNVXrkdEDQA,kMr91V5e,2025-01-07 10:32:49,2025-01-07 10:40:10,441,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,39.155.23.173,118.9389000,42.2752000,内蒙古自治区,赤峰市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,7,3,1,4,3,1,3,4,5,5,4,5,5,4,5,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,5,5,5,4,4,5,4,4,4,5,5,2,1,2,2,1,4,2,2,1,1,1,2,5,2,2,2,4,4,5,5,4,4,5,5,5,7,7,61601.8,33840.9,48462.8,0
Xy4KKrNWOmo,5LmmZAgL,2025-01-07 10:18:17,2025-01-07 10:29:06,649,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,101.27.235.82,115.4753906,38.8710328,河北省,保定市,COMPUTER,Windows,Chrome,1360px*768px,0,1,1,0,7,3,1,4,4,1,3,1,1,4,4,4,5,3,4,4,3,3,4,3,3,3,5,4,5,4,5,4,4,3,4,4,4,3,5,5,4,4,5,4,3,4,5,5,4,5,5,4,4,4,4,5,5,3,2,1,2,1,2,2,1,1,2,2,3,4,1,1,1,4,5,5,4,5,5,4,4,5,7,7,31892.12,10805.55,30520.035,0
mNVXXlNgPdx,xMo55JOL,2025-01-07 10:15:04,2025-01-07 10:25:56,652,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,183.44.79.120,110.9265143,21.6585610,广东省,茂名市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,7,3,2,4,3,1,3,5,4,4,5,5,4,4,4,5,5,4,5,4,4,4,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,2,1,2,2,2,1,2,2,1,2,2,4,1,2,1,5,4,5,4,5,5,4,5,5,7,7,32314,25279.8,29932,0
Q1kKKPRPr3A,yevdO5X7,2025-01-07 10:01:32,2025-01-07 10:24:13,1361,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,106.110.185.104,119.2108440,34.6326541,江苏省,连云港市,COMPUTER,Windows,Chrome,1366px*768px,0,1,1,0,7,3,2,4,4,1,2,4,2,4,2,3,5,4,4,5,3,4,4,2,4,4,5,4,5,4,4,4,5,4,3,4,5,4,4,3,4,4,3,3,4,5,5,4,4,5,5,4,5,4,4,2,5,4,2,2,3,1,2,1,3,2,2,2,3,2,2,1,1,4,4,5,2,4,4,4,4,4,7,7,232546.1,244138.1,38682.8,0
